name,address,city,state,zip,phone,LAT,LON,hasSpecialties,ADDICTION MEDICINE,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,ALLERGY/IMMUNOLOGY,ANESTHESIOLOGY,ANESTHESIOLOGY ASSISTANT,AUDIOLOGIST,CARDIAC ELECTROPHYSIOLOGY,CARDIAC SURGERY,CARDIOVASCULAR DISEASE (CARDIOLOGY),CERTIFIED NURSE MIDWIFE,CERTIFIED REGISTERED NURSE ANESTHETIST,CHIROPRACTIC,CLINICAL NURSE SPECIALIST,CLINICAL PSYCHOLOGIST,CLINICAL SOCIAL WORKER,COLORECTAL SURGERY (PROCTOLOGY),CRITICAL CARE (INTENSIVISTS),DENTIST,DERMATOLOGY,DIAGNOSTIC RADIOLOGY,EMERGENCY MEDICINE,ENDOCRINOLOGY,FAMILY PRACTICE,GASTROENTEROLOGY,GENERAL PRACTICE,GENERAL SURGERY,GERIATRIC MEDICINE,GERIATRIC PSYCHIATRY,GYNECOLOGICAL ONCOLOGY,HAND SURGERY,HEMATOLOGY,HEMATOLOGY/ONCOLOGY,HEMATOPOIETIC CELL TRANSPLANTATION AND CELLULAR TH,HOSPICE/PALLIATIVE CARE,HOSPITALIST,INFECTIOUS DISEASE,INTERNAL MEDICINE,INTERVENTIONAL CARDIOLOGY,INTERVENTIONAL PAIN MANAGEMENT,INTERVENTIONAL RADIOLOGY,MAXILLOFACIAL SURGERY,MEDICAL ONCOLOGY,NEPHROLOGY,NEUROLOGY,NEUROPSYCHIATRY,NEUROSURGERY,NUCLEAR MEDICINE,NURSE PRACTITIONER,OBSTETRICS/GYNECOLOGY,OCCUPATIONAL THERAPY,OPHTHALMOLOGY,OPTOMETRY,ORAL SURGERY,ORTHOPEDIC SURGERY,OSTEOPATHIC MANIPULATIVE MEDICINE,OTOLARYNGOLOGY,PAIN MANAGEMENT,PATHOLOGY,PEDIATRIC MEDICINE,PERIPHERAL VASCULAR DISEASE,PHYSICAL MEDICINE AND REHABILITATION,PHYSICAL THERAPY,PHYSICIAN ASSISTANT,PLASTIC AND RECONSTRUCTIVE SURGERY,PODIATRY,PREVENTATIVE MEDICINE,PSYCHIATRY,PULMONARY DISEASE,RADIATION ONCOLOGY,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,RHEUMATOLOGY,SLEEP MEDICINE,SPEECH LANGUAGE PATHOLOGIST,SPORTS MEDICINE,SURGICAL ONCOLOGY,THORACIC SURGERY,UNDEFINED PHYSICIAN TYPE (SPECIFY),UROLOGY,VASCULAR SURGERY,id
Northern Sydney,3/25-29 Hunter St,Hornsby,New South Wales,2077,02 8445 0633,-33.703145,151.100395,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP493
Hunter New England and Central Coast,550-560 High Street,Maitland,New South Wales,2320,02 4939 2000,-32.726723,151.545887,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP494
Murray,Chapel Street,Maldon,Victoria,3463,03 5475 2000,-36.992672,144.063677,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP495
"Central Queensland, Wide Bay and Sunshine Coast",17 Bean Street,Maleny,Queensland,4552,07 5420 5000,-26.754893,152.844972,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP496
Murray,28 Britt Street,Ouyen,Victoria,3490,03 5092 1111,-35.074349,142.312345,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP497
Murray,33-43 McClelland Avenue,Sea Lake,Victoria,3533,03 5070 2155,-35.500395,142.858003,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP498
,5 Winton Vale Crescent,Malvern East,Victoria,3145,03 9885 9621,-37.866954,145.060765,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP499
Murray,37 Pioneer Street,Manangatang,Victoria,3546,03 5035 1500,-35.050955,142.880512,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP500
Hunter New England and Central Coast,143 Court Street,Manilla,New South Wales,2346,02 6785 4000,-30.745717,150.732249,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP501
Hunter New England and Central Coast,26 York Street,Taree,New South Wales,2430,02 6592 9111,-31.910418,152.454485,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP502
,"Suite 304, Level 3 Manningham Medical Centre 200 High Street",Templestowe Lower,Victoria,3107,03 8850 0590,-37.773471,145.115662,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP503
Country SA,Parker Street,Mannum,South Australia,5238,08 8569 0200,-34.916481,139.308614,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP504
Murray,53 Highett Street,Mansfield,Victoria,3722,03 5775 8800,-37.057574,146.086149,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP505
Northern Queensland,21 Lloyd Street,Mareeba,Queensland,4880,07 4092 9333,-16.987117,145.424468,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP506
Country WA,Farrelly Street,Margaret River,Western Australia,6285,08 9757 0400,-33.952162,115.071229,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP507
Eastern Melbourne,Davey Drive,Ringwood East,Victoria,3135,1300 342 255,-37.806884,145.254535,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP508
Western Victoria,20 Havelock Street,Dunolly,Victoria,3472,03 5468 1000,-36.855269,143.735139,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP509
Western Victoria,75-87 Clarendon Street,Maryborough,Victoria,3465,03 5461 0333,-37.044781,143.737692,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP510
"Central Queensland, Wide Bay and Sunshine Coast",185 Walker Street,Maryborough,Queensland,4650,07 4122 8222,-25.522131,152.689855,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP511
,286 Maryvale Road,Morwell,Victoria,3840,03 5132 1200,-38.215028,146.418561,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP512
,26 Balaclava Road,St Kilda,Victoria,3183,03 9038 1300,-37.869799,145.003096,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP513
Brisbane South,Raymond Terrace,South Brisbane,Queensland,4101,07 3163 8111,-27.485488,153.028103,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP514
,Raymond Terrace,South Brisbane,Queensland,4101,07 3163 8111,-27.48485,153.027436,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP515
,21 - 37 Fulham Road,Pimlico,Queensland,4812,07 4727 4444,-19.288482,146.786528,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP516
,25 Rocklands Road,North Sydney,New South Wales,2060,02 9900 7300,-33.831152,151.201247,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP517
,1 Wellington Street,Mackay,Queensland,4740,07 4953 5990,-21.139073,149.181984,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP518
,313 Bourbong Street,Bundaberg,Queensland,4670,07 4153 9539,-24.870766,152.330412,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP519
,50 Rossella Street,Gladstone,Queensland,4680,07 4971 3713,-23.850526,151.247469,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP520
,76 Willetts Road,Mackay,Queensland,4740,07 4965 5666,-21.129416,149.166033,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP521
,Ward Street,Rockhampton,Queensland,4700,07 4931 3313,-23.398033,150.497444,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP522
Brisbane South,Raymond Terrace,South Brisbane,Queensland,4101,07 3163 1918,-27.485436,153.027001,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP523
,Raymond Terrace,South Brisbane,Queensland,4101,07 3163 8111,-27.485992,153.027747,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP524
,301 Vulture Street,South Brisbane,Queensland,4101,07 3163 8111,-27.483975,153.028777,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP525
,Weippin Street,Cleveland,Queensland,4163,07 3163 7444,-27.540811,153.25043,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP526
,12 Oxford Street,Hyde Park,Queensland,4812,07 4727 4444,-19.276512,146.798978,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP527
Tasmania,37 Wellington Street,Swansea,Tasmania,7190,03 6257 9100,-42.127383,148.076788,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP528
Adelaide,3 Aldersey Street,McLaren Vale,South Australia,5171,08 8323 6600,-35.221405,138.544962,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP529
Country WA,Savage Street,Meekatharra,Western Australia,6642,08 9981 0600,-26.591366,118.491861,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP530
,631 Inkerman Road,Caulfield North,Victoria,3161,03 9504 8400,-37.869064,145.018774,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP531
,"Level 12, 63 Exhibition Street",Melbourne,Victoria,3000,03 9654 4844,-37.814488,144.971391,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP532
,Royal Parade,Parkville,Victoria,3052,03 8341 3400,-37.798272,144.957025,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP533
North Western Melbourne,195-209 Barries Road,Melton West,Victoria,3337,03 9747 7600,-37.686449,144.558284,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP534
Western NSW,Perry Street,Menindee,New South Wales,2879,08 8091 4209,-32.390335,142.414869,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP535
Country SA,2 South Terrace,Meningie,South Australia,5264,08 8575 2777,-35.693212,139.335565,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP536
Murray,550 Poole Street,Albury,New South Wales,2640,02 6042 1400,-36.069221,146.916764,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP537
Murrumbidgee,69 Demondrille Street,Young,New South Wales,2594,02 6382 8444,-34.321003,148.288693,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP538
Eastern Melbourne,6 Mont Albert Road,Canterbury,Victoria,3126,03 8416 7600,-37.816688,145.061729,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP539
Eastern Melbourne,163 Studley Road,Heidelberg,Victoria,3084,03 8458 4444,-37.756075,145.061008,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP540
Country WA,Kitchener Road,Merredin,Western Australia,6415,08 9081 3222,-31.485204,118.276491,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP541
Hunter New England and Central Coast,MacKenzie Street,Merriwa,New South Wales,2329,02 6532 5000,-32.142714,150.361316,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP542
Tasmania,Bass Highway,Latrobe,Tasmania,7307,03 6478 5500,-41.229052,146.422445,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP543
,275 Addison Road,Petersham,New South Wales,2049,02 8585 4900,-33.899441,151.155602,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP544
,17 Hereward Highway,Blacktown,New South Wales,2148,02 9622 7667,-33.774236,150.912421,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP545
Tasmania,13 Church Street,Oatlands,Tasmania,7120,03 6254 5030,-42.299353,147.369522,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP546
Murray,Ontario Avenue,Mildura,Victoria,3502,03 5022 3333,-34.185634,142.143348,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP547
,220-228 Thirteenth Street,Mildura,Victoria,3500,03 5022 2611,-34.18479,142.145705,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP548
Darling Downs and West Moreton,26 Colamba Street,Miles,Queensland,4415,07 4628 5600,-26.658236,150.191023,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP549
Country SA,Mount Gambier Road,Millicent,South Australia,5280,08 8733 4755,-37.598354,140.358924,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP550
Darling Downs and West Moreton,50 Commens Street,Millmerran,Queensland,4357,07 4695 3111,-27.878928,151.26267,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP551
South Eastern NSW,104-106 Princes Highway,Milton,New South Wales,2538,02 4455 1333,-35.317313,150.438918,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP552
,Suite 4/16-22 Willock Avenue,Miranda,New South Wales,2228,02 9540 4586,-34.03244,151.101631,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP553
,27 Doncaster East Road,Mitcham,Victoria,3132,03 9210 3222,-37.810436,145.194808,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP554
Western Queensland,95 Ann Street,Mitchell,Queensland,4465,07 4623 1277,-26.489913,147.972493,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP555
Adelaide,41-69 Smart Road,Modbury,South Australia,5092,08 8161 2000,-34.834166,138.690505,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP556
,2-4 Charles Street,Mogo,New South Wales,2536,02 4474 3774,-35.782893,150.14387,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP557
Western NSW,King Street,Molong,New South Wales,2866,02 6392 3300,-33.087622,148.859724,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP558
Northern Sydney,Coronation Street,Mona Vale,New South Wales,2103,02 9998 0333,-33.685353,151.306618,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP559
Eastern Melbourne,246 Clayton Road,Clayton,Victoria,3168,03 9594 6666,-37.921176,145.123128,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP560
South Eastern Melbourne,823-865 Centre Road,East Bentleigh,Victoria,3165,03 9928 8111,-37.920697,145.063197,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP561
"Central Queensland, Wide Bay and Sunshine Coast",35 Flinders Street,Monto,Queensland,4630,07 4166 9300,-24.866424,151.112501,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP562
,383-391 Samford Road,Gaythorne,Queensland,4051,07 3550 3550,-27.417069,152.982237,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP563
Country WA,Dandaragan Road,Moora,Western Australia,6510,08 9651 0222,-30.639557,116.001119,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP564
Northern Queensland,Elliott Street,Moranbah,Queensland,4744,07 4941 4600,-22.002125,148.055287,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP565
Country WA,Caulfield Road,Morawa,Western Australia,6623,08 9971 0200,-29.212897,116.002986,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP566
Hunter New England and Central Coast,Alice Street,Moree,New South Wales,2400,02 6757 0000,-29.470678,149.839648,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP567
Hunter New England and Central Coast,Dora Street,Morisset,New South Wales,2264,02 4973 0222,-33.128549,151.512816,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP568
Western Queensland,Lardyl Street,Mornington Island,Queensland,4871,07 4745 7209,-16.665534,139.178559,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP569
South Eastern NSW,2-10 River Street,Moruya,New South Wales,2537,02 4474 2666,-35.904137,150.070774,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP570
Northern Queensland,9 Hospital Street,Mossman,Queensland,4873,07 4084 1200,-16.464031,145.368025,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP571
Country SA,Wellington Road,Mount Barker,South Australia,5251,08 8393 1777,-35.081813,138.870277,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP572
Western Sydney,75 Railway Street,Mount Druitt,New South Wales,2770,02 9881 1555,-33.765929,150.829646,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP573
Country SA,276-300 Wehl Street North,Mount Gambier,South Australia,5290,08 8721 1200,-37.805003,140.786662,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP574
,276-300 Wehl Street North,Mount Gambier,South Australia,5290,08 8721 1412,-37.805952,140.786887,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP575
,150 Mounts Bay Road,West Perth,Western Australia,6005,08 9481 1822,-31.958534,115.845401,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP576
Western Queensland,30 Camooweal Street,Mount Isa,Queensland,4825,07 4744 4444,-20.730919,139.493815,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP577
"Central Queensland, Wide Bay and Sunshine Coast",Black Street,Mount Morgan,Queensland,4714,07 4912 5100,-23.645094,150.392639,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP578
Country SA,28 Hospital Road,Mount Pleasant,South Australia,5235,08 8568 0000,-34.773855,139.054212,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP579
,66 Rosamond Street,Hornsby,New South Wales,2077,02 9847 5000,-33.692829,151.092939,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP580
"Central Queensland, Wide Bay and Sunshine Coast",14 Nott Street,Moura,Queensland,4718,07 4997 2900,-24.575948,149.975999,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP581
Western Victoria,30-36 Villiers Street,Port Fairy,Victoria,3284,03 5568 0100,-38.381599,142.227523,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP582
Western NSW,Meares Street,Mudgee,New South Wales,2850,02 6378 6222,-32.603229,149.588179,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP583
Country WA,Elder Street,Mullewa,Western Australia,6630,08 9961 6200,-28.535991,115.510017,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP584
