,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
419,419,Kalgoorlie Hospital,Piccadilly Street,Kalgoorlie,Western Australia,6430,,890805888,Public,Public,Yes,,-30.740839,121.470122
420,420,Kangaroo Island Health Service,3 to 7 The Esplanade,Kingscote,South Australia,5223,,885534200,Public,Public,No,,-35.652693,137.641289
421,421,Kapunda Hospital,26 Nash Street,Kapunda,South Australia,5373,,885662007,Public,Public,No,,-34.330289,138.921679
422,422,Kareena Private Hospital,86 Kareena Road,Caringbah,New South Wales,2229,,297170000,Private,Private,Yes,,-34.034986,151.114186
423,423,Karitane Mothercraft Society,Corner of The Horsley Drive and Mitchell Street,Carramar,New South Wales,2163,,297942300,Public,Public,No,,-33.879777,150.965763
424,424,Karoonda and District Soldiers' Memorial Hospital,13 Stokes Road,Karoonda,South Australia,5307,,885791111,Public,Public,No,,-35.094226,139.889429
425,425,Karratha Health Campus,"62 Balmoral Road, Pegs Creek",Karratha,Western Australia,6714,,891447777,Public,Public,Yes,,-20.732208,116.839511
426,426,Katanning Hospital,Clive Street,Katanning,Western Australia,6317,,898216222,Public,Public,No,,-33.683032,117.563409
427,427,Katherine Hospital,Gorge Road,Katherine,Northern Territory,850,,889739211,Public,Public,No,,-14.439002,132.272129
428,428,Kawana Private Hospital,14/5 Innovation Parkway,Birtinya,Queensland,4575,,754139100,Private,Private,No,,-26.733825,153.122164
429,429,Kellerberrin Memorial Hospital,51-63 Gregory Street,Kellerberrin,Western Australia,6410,,890456222,Public,Public,No,,-31.628902,117.716531
430,430,Kempsey Hospital,119 River Street,Kempsey,New South Wales,2440,,265626155,Public,Public,No,,-31.067841,152.820038
431,431,Kenmore Hospital,Taralga Road,Kenmore,New South Wales,2580,,248273303,Public,Public,No,,-34.721253,149.751344
432,432,Kerang District Health,13 Burgoyne Street,Kerang,Victoria,3579,,354509200,Public,Public,No,,-35.724287,143.916563
433,433,Kiama Hospital,Bonaira Street,Kiama,New South Wales,2533,,242331033,Public,Public,No,,-34.682937,150.850514
434,434,Kilcoy Hospital,19 Brown Street,Kilcoy,Queensland,4515,,754224411,Public,Public,No,,-26.941009,152.561495
435,435,Kimba District Hospital and Aged Care,15 Martin Terrace,Kimba,South Australia,5641,,886272400,Public,Public,No,,-33.143552,136.416013
436,436,King Edward Memorial Hospital for Women,374 Bagot Road,Subiaco,Western Australia,6008,,893402222,Public,Public,Yes,,-31.950093,115.818576
437,437,King Island Multi Purpose Centre,Edward Street,Currie,Tasmania,7256,,364629900,Public,Public,No,,-39.931673,143.855453
438,438,Kingaroy Hospital,166 Youngman Street,Kingaroy,Queensland,4610,,741629200,Public,Public,No,,-26.532454,151.838307
439,439,Kingston Centre [Cheltenham],400 Warrigal Road,Cheltenham,Victoria,3192,,392651000,Public,Public,Yes,,-37.955018,145.078969
440,440,Kingston Soldiers' Memorial Hospital,Corner of Cooke and Young Streets,Kingston SE,South Australia,5275,,887670222,Public,Public,No,,-36.835501,139.848763
441,441,Kingsway Day Surgery,"Level 1, 533 Kingsway",Miranda,New South Wales,2228,,297170700,Private,Private,No,,-34.034096,151.103827
442,442,Kirwan Rehabilitation Unit,138 Thuringowa Drive,Kirwan,Queensland,4817,,747999800,Public,Public,No,,-19.303796,146.731627
443,443,Knox Private Hospital,262 Mountain Highway,Wantirna,Victoria,3152,,392107000,Private,Private,Yes,,-37.849645,145.228035
444,444,Kojonup Hospital,Spring Street,Kojonup,Western Australia,6395,,898312222,Public,Public,No,,-33.829481,117.152903
445,445,Kondinin Districts Health Service,130 Graham Street,Kondinin,Western Australia,6367,,898891000,Public,Public,No,,-32.488949,118.265439
446,446,Kooweerup Regional Health Service,215 Rossiter Road,Koo Wee Rup,Victoria,3981,,359979679,Public,Public,No,,-38.200653,145.484433
447,447,Kununoppin Health Service,Leake Street,Kununoppin,Western Australia,6489,,896832044,Public,Public,No,,-31.109682,117.922889
448,448,Kununurra Hospital,96 Coolibah Drive,Kununurra,Western Australia,6743,,891664222,Public,Public,No,,-15.775404,128.734229
449,449,Kurri Kurri Hospital,432 Lang Street,Kurri Kurri,New South Wales,2327,,249363200,Public,Public,No,,-32.825017,151.463018
450,450,Kyabram & District Health Service,88 Fenaughty Street,Kyabram,Victoria,3620,,358570200,Public,Public,No,,-36.315539,145.042705
451,451,Kyneton District Health Service,7-25 Caroline Chisholm Drive,Kyneton,Victoria,3444,,354229900,Public,Public,No,,-37.254431,144.469742
452,452,Kyogle Multi Purpose Service,199 Summerland Way,Kyogle,New South Wales,2474,,266321522,Public,Public,No,,-28.627124,153.001742
453,453,La Trobe Private Hospital,Corner Kingsbury Drive & Plenty Road,Bundoora,Victoria,3083,,394738900,Private,Private,No,,-37.716679,145.044334
454,454,Lachlan Health Service - Forbes,Lot 1 Elgin Street,Forbes,New South Wales,2871,,268507100,Public,Public,No,,-33.396281,148.013831
455,455,Lachlan Health Service - Parkes,2 Morrissey Way,Parkes,New South Wales,2870,,268612400,Public,Public,No,,-33.151507,148.169757
456,456,Lady Davidson Private Hospital,Bobbin Head Road,North Turramurra,New South Wales,2074,,294880111,Private,Private,Yes,,-33.726718,151.139119
457,457,Laidley Hospital,75 William Street,Laidley,Queensland,4341,,754668100,Public,Public,No,,-27.632725,152.400015
458,458,Lake Cargelligo Multi Purpose Service,Uabba Street,Lake Cargelligo,New South Wales,2672,,268981200,Public,Public,No,,-33.292027,146.374304
459,459,Lake Grace Hospital,Stubbs Street,Lake Grace,Western Australia,6353,,898902222,Public,Public,No,,-33.102524,118.452658
460,460,Lake Macquarie Private Hospital,3 Sydney Street,Gateshead,New South Wales,2290,,249433122,Private,Private,Yes,,-32.981232,151.691719
461,461,Lameroo District Health Service,1A Vardon Terrace,Lameroo,South Australia,5302,,885764600,Public,Public,No,,-35.328203,140.514643
462,462,Latrobe Regional Hospital [Traralgon],10 Village Avenue,Traralgon,Victoria,3844,,351738000,Public,Public,Yes,,-38.218475,146.471335
463,463,Launceston General Hospital,274-280 Charles Street,Launceston,Tasmania,7250,,367776777,Public,Public,Yes,,-41.446634,147.142059
464,464,Laura and District Hospital,Mill Street,Laura,South Australia,5480,,886632568,Public,Public,No,,-33.174925,138.298687
465,465,Laverton Hospital,Beria Road,Laverton,Western Australia,6440,,890882600,Public,Public,No,,-28.626817,122.399861
466,466,Lawrence Hargrave Private Hospital,72 Phillip Street,Thirroul,New South Wales,2515,,242672811,Private,Private,No,,-34.310173,150.917631
467,467,Leeton Hospital,1 Myall Street,Leeton,New South Wales,2705,,269531111,Public,Public,No,,-34.545222,146.408831
468,468,Leigh Creek Health Service,Black Oak Drive,Leigh Creek,South Australia,5731,,886786022,Public,Public,No,,-30.593186,138.399925
469,469,Leonora Hospital,Sadie Canning Drive,Leonora,Western Australia,6438,,890804300,Public,Public,No,,-28.894319,121.337492
470,470,Lightning Ridge Multi Purpose Service,Lot 25 Pandora Street,Lightning Ridge,New South Wales,2834,,268299999,Public,Public,No,,-29.429973,147.981869
471,471,Linacre Private Hospital,12 Linacre Road,Hampton,Victoria,3188,,395989666,Private,Private,No,,-37.942699,145.003259
472,472,Lismore Hospital,60 Uralba Street,Lismore,New South Wales,2480,,266218000,Public,Public,Yes,,-28.809191,153.291045
473,473,Lithgow Hospital,2 Col Drewe Drive,Lithgow,New South Wales,2790,,263502300,Public,Public,No,,-33.498751,150.127701
474,474,Liverpool Day Surgery,105-119 Longstaff Avenue,Chipping Norton,New South Wales,2170,,296014488,Private,Private,No,,-33.926324,150.953704
475,475,Liverpool Eye Surgery,1-11 Moore Street,Liverpool,New South Wales,2170,,297347000,Private,Private,No,,-33.922953,150.926861
476,476,Liverpool Hospital,Lot 2 Elizabeth Street,Liverpool,New South Wales,2170,,298283000,Public,Public,Yes,,-33.919966,150.930776
477,477,Lockhart Hospital,53-55 Hebden Street,Lockhart,New South Wales,2656,,269307100,Public,Public,No,,-35.222378,146.719064
478,478,Logan Endoscopy Services,2-3/3276 Mt Lindesay Hwy,Browns Plains,Queensland,4118,,738092893,Private,Private,Yes,,-27.659112,153.038795
479,479,Logan Hospital,Corner of Armstrong and Loganlea Roads,Meadowbrook,Queensland,4131,,732998899,Public,Public,Yes,,-27.670169,153.141732
480,480,Long Jetty Health Care Centre,Wyong Road,Killarney Vale,New South Wales,2261,,243367700,Public,Public,No,,-33.369012,151.468538
481,481,Longreach Hospital,Jabiru Street,Longreach,Queensland,4730,,746584700,Public,Public,No,,-23.439033,144.260873
482,482,Lorne Community Hospital,1 Albert Street,Lorne,Victoria,3232,,352894300,Public,Public,No,,-38.545513,143.980743
483,483,Lourdes Hospital Dubbo,80-110 Cobbora Road,Dubbo,New South Wales,2830,,268418500,Public,Public,No,,-32.238511,148.627361
484,484,Loxton Hospital Complex,Drabsch Street,Loxton,South Australia,5333,,885848555,Public,Public,No,,-34.454695,140.564296
485,485,Lyell McEwin Hospital,Haydown Road,Elizabeth Vale,South Australia,5112,,881829000,Public,Public,Yes,,-34.747607,138.664798
486,486,Mackay Base Hospital,475 Bridge Road,Mackay,Queensland,4740,,748856000,Public,Public,Yes,,-21.145792,149.155325
487,487,Mackay Rehabilitation Hospital,57 Norris Road,North Mackay,Queensland,4740,,749423848,Private,Private,No,,-21.113723,149.166763
488,488,Mackay Specialist Day Hospital,85 Willetts Road,North Mackay,Queensland,4740,,749420777,Private,Private,Yes,,-21.129471,149.16544
489,489,Macksville Hospital,14-22 Boundary Street,Macksville,New South Wales,2447,,265680666,Public,Public,No,,-30.713725,152.919838
490,490,Maclean Hospital,21 Union Street,Maclean,New South Wales,2463,,266400111,Public,Public,No,,-29.454219,153.201094
491,491,Macquarie Hospital,1 Wicks Road,North Ryde,New South Wales,2113,,298881222,Public,Public,Yes,,-33.802312,151.124818
492,492,Macquarie University Hospital,3 Technology Place,Macquarie University,New South Wales,2109,,298123000,Private,Private,Yes,,-33.773484,151.117877
493,493,Madison Day Surgery,3/25-29 Hunter St,Hornsby,New South Wales,2077,,284450633,Private,Private,No,,-33.703145,151.100395
494,494,Maitland Hospital,550-560 High Street,Maitland,New South Wales,2320,,249392000,Public,Public,Yes,,-32.726723,151.545887
495,495,Maldon Hospital,Chapel Street,Maldon,Victoria,3463,,354752000,Public,Public,No,,-36.992672,144.063677
496,496,Maleny Hospital,17 Bean Street,Maleny,Queensland,4552,,754205000,Public,Public,No,,-26.754893,152.844972
497,497,Mallee Track Health & Community Service [Ouyen],28 Britt Street,Ouyen,Victoria,3490,,350921111,Public,Public,No,,-35.074349,142.312345
498,498,Mallee Track Health & Community Service [Sea Lake],33-43 McClelland Avenue,Sea Lake,Victoria,3533,,350702155,Public,Public,No,,-35.500395,142.858003
499,499,Malvern Private Hospital,5 Winton Vale Crescent,Malvern East,Victoria,3145,,398859621,Private,Private,No,,-37.866954,145.060765
500,500,Manangatang & District Hospital,37 Pioneer Street,Manangatang,Victoria,3546,,350351500,Public,Public,No,,-35.050955,142.880512
501,501,Manilla Hospital,143 Court Street,Manilla,New South Wales,2346,,267854000,Public,Public,No,,-30.745717,150.732249
502,502,Manning Hospital,26 York Street,Taree,New South Wales,2430,,265929111,Public,Public,Yes,,-31.910418,152.454485
503,503,Manningham Day Procedure Centre,"Suite 304, Level 3 Manningham Medical Centre 200 High Street",Templestowe Lower,Victoria,3107,,388500590,Private,Private,No,,-37.773471,145.115662
504,504,Mannum District Hospital,Parker Street,Mannum,South Australia,5238,,885690200,Public,Public,No,,-34.916481,139.308614
505,505,Mansfield District Hospital,53 Highett Street,Mansfield,Victoria,3722,,357758800,Public,Public,No,,-37.057574,146.086149
506,506,Mareeba Hospital,21 Lloyd Street,Mareeba,Queensland,4880,,740929333,Public,Public,No,,-16.987117,145.424468
507,507,Margaret River Hospital,Farrelly Street,Margaret River,Western Australia,6285,,897570400,Public,Public,No,,-33.952162,115.071229
508,508,Maroondah Hospital [East Ringwood],Davey Drive,Ringwood East,Victoria,3135,,1300342255,Public,Public,Yes,,-37.806884,145.254535
509,509,Maryborough District Health Service [Dunolly],20 Havelock Street,Dunolly,Victoria,3472,,354681000,Public,Public,No,,-36.855269,143.735139
510,510,Maryborough District Health Service [Maryborough],75-87 Clarendon Street,Maryborough,Victoria,3465,,354610333,Public,Public,No,,-37.044781,143.737692
511,511,Maryborough Hospital,185 Walker Street,Maryborough,Queensland,4650,,741228222,Public,Public,No,,-25.522131,152.689855
512,512,Maryvale Private Hospital,286 Maryvale Road,Morwell,Victoria,3840,,351321200,Private,Private,No,,-38.215028,146.418561
513,513,Masada Private Hospital,26 Balaclava Road,St Kilda,Victoria,3183,,390381300,Private,Private,No,,-37.869799,145.003096
514,514,Mater Adult Hospital,Raymond Terrace,South Brisbane,Queensland,4101,,731638111,Public,Public,Yes,,-27.485488,153.028103
515,515,Mater Children's Private Brisbane,Raymond Terrace,South Brisbane,Queensland,4101,,731638111,Private,Private,No,,-27.48485,153.027436
516,516,Mater Hospital Pimlico,21 - 37 Fulham Road,Pimlico,Queensland,4812,,747274444,Private,Private,Yes,,-19.288482,146.786528
517,517,Mater Hospital Sydney,25 Rocklands Road,North Sydney,New South Wales,2060,,299007300,Private,Private,Yes,,-33.831152,151.201247
518,518,Mater Misericordiae Day Unit,1 Wellington Street,Mackay,Queensland,4740,,749535990,Private,Private,No,,-21.139073,149.181984
519,519,Mater Misericordiae Hospital Bundaberg,313 Bourbong Street,Bundaberg,Queensland,4670,,741539539,Private,Private,No,,-24.870766,152.330412
520,520,Mater Misericordiae Hospital Gladstone,50 Rossella Street,Gladstone,Queensland,4680,,749713713,Private,Private,No,,-23.850526,151.247469
521,521,Mater Misericordiae Hospital Mackay,76 Willetts Road,Mackay,Queensland,4740,,749655666,Private,Private,Yes,,-21.129416,149.166033
522,522,Mater Misericordiae Hospital Rockhampton,Ward Street,Rockhampton,Queensland,4700,,749313313,Private,Private,Yes,,-23.398033,150.497444
523,523,Mater Mothers' Hospital,Raymond Terrace,South Brisbane,Queensland,4101,,731631918,Public,Public,Yes,,-27.485436,153.027001
524,524,Mater Mothers' Private Brisbane,Raymond Terrace,South Brisbane,Queensland,4101,,731638111,Private,Private,Yes,,-27.485992,153.027747
525,525,Mater Private Hospital Brisbane,301 Vulture Street,South Brisbane,Queensland,4101,,731638111,Private,Private,Yes,,-27.483975,153.028777
526,526,Mater Private Hospital Redland,Weippin Street,Cleveland,Queensland,4163,,731637444,Private,Private,No,,-27.540811,153.25043
527,527,Mater Women's and Children's Hospital Hyde Park,12 Oxford Street,Hyde Park,Queensland,4812,,747274444,Private,Private,No,,-19.276512,146.798978
528,528,May Shaw District Nursing Centre,37 Wellington Street,Swansea,Tasmania,7190,,362579100,Public,Public,No,,-42.127383,148.076788
529,529,McLaren Vale & Districts War Memorial Hospital Inc,3 Aldersey Street,McLaren Vale,South Australia,5171,,883236600,Public,Public,No,,-35.221405,138.544962
530,530,Meekatharra Hospital,Savage Street,Meekatharra,Western Australia,6642,,899810600,Public,Public,No,,-26.591366,118.491861
531,531,Melbourne MediBrain & MediSleep Centre,631 Inkerman Road,Caulfield North,Victoria,3161,,395048400,Private,Private,No,,-37.869064,145.018774
532,532,Melbourne Oral & Facial Surgery,"Level 12, 63 Exhibition Street",Melbourne,Victoria,3000,,396544844,Private,Private,No,,-37.814488,144.971391
533,533,Melbourne Private Hospital,Royal Parade,Parkville,Victoria,3052,,383413400,Private,Private,Yes,,-37.798272,144.957025
534,534,Melton Health,195-209 Barries Road,Melton West,Victoria,3337,,397477600,Public,Public,No,,-37.686449,144.558284
535,535,Menindee Health Service,Perry Street,Menindee,New South Wales,2879,,880914209,Public,Public,No,,-32.390335,142.414869
536,536,Meningie and Districts Memorial Hospital and Health Services,2 South Terrace,Meningie,South Australia,5264,,885752777,Public,Public,No,,-35.693212,139.335565
537,537,Mercy Care Hospital - Albury,550 Poole Street,Albury,New South Wales,2640,,260421400,Public,Public,No,,-36.069221,146.916764
538,538,Mercy Care Hospital - Young,69 Demondrille Street,Young,New South Wales,2594,,263828444,Public,Public,No,,-34.321003,148.288693
539,539,Mercy Health - O'Connell Family Centre,6 Mont Albert Road,Canterbury,Victoria,3126,,384167600,Public,Public,No,,-37.816688,145.061729
540,540,Mercy Hospital for Women,163 Studley Road,Heidelberg,Victoria,3084,,384584444,Public,Public,Yes,,-37.756075,145.061008
541,541,Merredin Health Service,Kitchener Road,Merredin,Western Australia,6415,,890813222,Public,Public,No,,-31.485204,118.276491
542,542,Merriwa Multi Purpose Service,MacKenzie Street,Merriwa,New South Wales,2329,,265325000,Public,Public,No,,-32.142714,150.361316
543,543,Mersey Community Hospital,Bass Highway,Latrobe,Tasmania,7307,,364785500,Public,Public,No,,-41.229052,146.422445
544,544,MetroRehab Hospital,275 Addison Road,Petersham,New South Wales,2049,,285854900,Private,Private,No,,-33.899441,151.155602
545,545,Metwest Surgical,17 Hereward Highway,Blacktown,New South Wales,2148,,296227667,Private,Private,No,,-33.774236,150.912421
546,546,Midlands Multi Purpose Centre,13 Church Street,Oatlands,Tasmania,7120,,362545030,Public,Public,No,,-42.299353,147.369522
547,547,Mildura Base Hospital,Ontario Avenue,Mildura,Victoria,3502,,350223333,Public,Public,Yes,,-34.185634,142.143348
548,548,Mildura Private Hospital,220-228 Thirteenth Street,Mildura,Victoria,3500,,350222611,Private,Private,No,,-34.18479,142.145705
549,549,Miles Hospital,26 Colamba Street,Miles,Queensland,4415,,746285600,Public,Public,No,,-26.658236,150.191023
550,550,Millicent and Districts Hospital and Health Service,Mount Gambier Road,Millicent,South Australia,5280,,887334755,Public,Public,No,,-37.598354,140.358924
551,551,Millmerran Hospital,50 Commens Street,Millmerran,Queensland,4357,,746953111,Public,Public,No,,-27.878928,151.26267
552,552,Milton Ulladulla Hospital,104-106 Princes Highway,Milton,New South Wales,2538,,244551333,Public,Public,No,,-35.317313,150.438918
553,553,Miranda Eye Surgical Centre,Suite 4/16-22 Willock Avenue,Miranda,New South Wales,2228,,295404586,Private,Private,No,,-34.03244,151.101631
554,554,Mitcham Private Hospital,27 Doncaster East Road,Mitcham,Victoria,3132,,392103222,Private,Private,Yes,,-37.810436,145.194808
555,555,Mitchell Hospital,95 Ann Street,Mitchell,Queensland,4465,,746231277,Public,Public,No,,-26.489913,147.972493
556,556,Modbury Hospital,41-69 Smart Road,Modbury,South Australia,5092,,881612000,Public,Public,Yes,,-34.834166,138.690505
557,557,Mogo Day Surgery,2-4 Charles Street,Mogo,New South Wales,2536,,244743774,Private,Private,No,,-35.782893,150.14387
558,558,Molong Health Service,King Street,Molong,New South Wales,2866,,263923300,Public,Public,No,,-33.087622,148.859724
559,559,Mona Vale Hospital,Coronation Street,Mona Vale,New South Wales,2103,,299980333,Public,Public,Yes,,-33.685353,151.306618
560,560,Monash Medical Centre [Clayton],246 Clayton Road,Clayton,Victoria,3168,,395946666,Public,Public,Yes,,-37.921176,145.123128
561,561,Monash Medical Centre [Moorabbin],823-865 Centre Road,East Bentleigh,Victoria,3165,,399288111,Public,Public,Yes,,-37.920697,145.063197
562,562,Monto Hospital,35 Flinders Street,Monto,Queensland,4630,,741669300,Public,Public,No,,-24.866424,151.112501
563,563,Montserrat Day Hospital Gaythorne,383-391 Samford Road,Gaythorne,Queensland,4051,,735503550,Private,Private,No,,-27.417069,152.982237
564,564,Moora Hospital,Dandaragan Road,Moora,Western Australia,6510,,896510222,Public,Public,No,,-30.639557,116.001119
565,565,Moranbah Hospital,Elliott Street,Moranbah,Queensland,4744,,749414600,Public,Public,No,,-22.002125,148.055287
566,566,Morawa Health Service,Caulfield Road,Morawa,Western Australia,6623,,899710200,Public,Public,No,,-29.212897,116.002986
567,567,Moree Hospital,Alice Street,Moree,New South Wales,2400,,267570000,Public,Public,No,,-29.470678,149.839648
568,568,Morisset Hospital,Dora Street,Morisset,New South Wales,2264,,249730222,Public,Public,Yes,,-33.128549,151.512816
569,569,Mornington Island Hospital,Lardyl Street,Mornington Island,Queensland,4871,,747457209,Public,Public,No,,-16.665534,139.178559
570,570,Moruya Hospital,2-10 River Street,Moruya,New South Wales,2537,,244742666,Public,Public,No,,-35.904137,150.070774
571,571,Mossman Hospital,9 Hospital Street,Mossman,Queensland,4873,,740841200,Public,Public,No,,-16.464031,145.368025
572,572,Mount Barker District Soldiers' Memorial Hospital,Wellington Road,Mount Barker,South Australia,5251,,883931777,Public,Public,No,,-35.081813,138.870277
573,573,Mount Druitt Hospital,75 Railway Street,Mount Druitt,New South Wales,2770,,298811555,Public,Public,Yes,,-33.765929,150.829646
574,574,Mount Gambier and Districts Health Service,276-300 Wehl Street North,Mount Gambier,South Australia,5290,,887211200,Public,Public,No,,-37.805003,140.786662
575,575,Mount Gambier Private Hospital,276-300 Wehl Street North,Mount Gambier,South Australia,5290,,887211412,Private,Private,No,,-37.805952,140.786887
576,576,Mount Hospital,150 Mounts Bay Road,West Perth,Western Australia,6005,,894811822,Private,Private,Yes,,-31.958534,115.845401
577,577,Mount Isa Base Hospital,30 Camooweal Street,Mount Isa,Queensland,4825,,747444444,Public,Public,No,,-20.730919,139.493815
578,578,Mount Morgan Hospital,Black Street,Mount Morgan,Queensland,4714,,749125100,Public,Public,No,,-23.645094,150.392639
579,579,Mount Pleasant District Hospital,28 Hospital Road,Mount Pleasant,South Australia,5235,,885680000,Public,Public,No,,-34.773855,139.054212
580,580,Mount Wilga Private Hospital,66 Rosamond Street,Hornsby,New South Wales,2077,,298475000,Private,Private,No,,-33.692829,151.092939
581,581,Moura Hospital,14 Nott Street,Moura,Queensland,4718,,749972900,Public,Public,No,,-24.575948,149.975999
582,582,Moyne Health Services [Port Fairy],30-36 Villiers Street,Port Fairy,Victoria,3284,,355680100,Public,Public,No,,-38.381599,142.227523
583,583,Mudgee Health Service,Meares Street,Mudgee,New South Wales,2850,,263786222,Public,Public,No,,-32.603229,149.588179
584,584,Mullewa Health Service,Elder Street,Mullewa,Western Australia,6630,,899616200,Public,Public,No,,-28.535991,115.510017
585,585,Mundubbera Hospital,96 Leichhardt Street,Mundubbera,Queensland,4626,,741655200,Public,Public,No,,-25.587619,151.293282
586,586,Mungindi Hospital,Barwon Street,Mungindi,Queensland,2406,,267056100,Public,Public,No,,-28.972817,148.989061
587,587,Murgon Hospital,Coronation Drive,Murgon,Queensland,4605,,741699600,Public,Public,No,,-26.239075,151.950702
588,588,Murray Bridge Soldiers' Memorial Hospital,96 Swanport Road,Murray Bridge,South Australia,5253,,885356777,Public,Public,No,,-35.128911,139.280462
589,589,Murray District Hospital,McKay Street,Pinjarra,Western Australia,6208,,895317222,Public,Public,No,,-32.639709,115.871589
590,590,Murray Valley Private Hospital,Nordsvan Drive,Wodonga,Victoria,3690,,260553100,Private,Private,No,,-36.138419,146.876478
591,591,Murrumburrah-Harden Hospital,54 Swift Street,Harden,New South Wales,2587,,263862200,Public,Public,No,,-34.555254,148.360186
592,592,Murwillumbah Hospital,8 Ewing Street,Murwillumbah,New South Wales,2484,,266721822,Public,Public,No,,-28.323417,153.400811
593,593,Muswellbrook Hospital,36 Brentwood Street,Muswellbrook,New South Wales,2333,,265422000,Public,Public,No,,-32.264545,150.900263
594,594,Nambour Day Surgery,115 Howard Street,Nambour,Queensland,4560,,754763700,Private,Private,Yes,,-26.626321,152.96409
595,595,Nambour General Hospital,Hospital Road,Nambour,Queensland,4560,,754706600,Public,Public,Yes,,-26.621659,152.952249
596,596,Nambour Selangor Private Hospital,62 Netherton Street,Nambour,Queensland,4560,,754597444,Private,Private,No,,-26.618265,152.955949
597,597,Nanango Hospital,135 Brisbane Street,Nanango,Queensland,4615,,741716700,Public,Public,No,,-26.666405,152.007833
598,598,Nannup Hospital,Carey Street,Nannup,Western Australia,6275,,897563800,Public,Public,No,,-33.982797,115.76723
599,599,Naracoorte Health Service,101 Jenkins Terrace,Naracoorte,South Australia,5271,,887628100,Public,Public,No,,-36.966849,140.743693
600,600,Narembeen Memorial Hospital,Ada Street,Narembeen,Western Australia,6369,,890646222,Public,Public,No,,-32.061618,118.391289
601,601,Narrabri Hospital,11 Cameron Street,Narrabri,New South Wales,2390,,267992800,Public,Public,No,,-30.325869,149.777108
602,602,Narrandera Hospital,54 Adams Street,Narrandera,New South Wales,2700,,269510200,Public,Public,No,,-34.743181,146.547661
603,603,Narrogin Hospital,Williams Road,Narrogin,Western Australia,6312,,898810333,Public,Public,No,,-32.937341,117.168459
604,604,Narromine Health Service,128 Cathundral Street,Narromine,New South Wales,2821,,268899600,Public,Public,No,,-32.24261,148.239201
605,605,Nathalia District Hospital,36-44 McDonnell Street,Nathalia,Victoria,3638,,358669444,Public,Public,No,,-36.054754,145.204324
606,606,National Capital Private Hospital,Corner of Gilmore Crescent and Hospital Road,Garran,Australian Capital Territory,2605,,262226666,Private,Private,No,,-35.344872,149.101944
607,607,Nepean Hospital,Derby Street,Kingswood,New South Wales,2747,,247342000,Public,Public,Yes,,-33.759865,150.712627
608,608,Nepean Private Hospital,1-9 Barber Avenue,Kingswood,New South Wales,2747,,247327333,Private,Private,Yes,,-33.759775,150.715206
609,609,Neringah Hospital,4-12 Neringah Avenue,Wahroonga,New South Wales,2076,,294882200,Public,Public,No,,-33.717856,151.114556
610,610,New Farm Clinic,22 Sargent Street,New Farm,Queensland,4005,,732549100,Private,Private,Yes,,-27.473623,153.045879
611,611,New Norfolk District Hospital,3 Richmond Street,New Norfolk,Tasmania,7140,,361661300,Public,Public,No,,-42.781315,147.059179
612,612,Newcastle Private Hospital,14 Lookout Road,New Lambton Heights,New South Wales,2305,,249418400,Private,Private,Yes,,-32.922537,151.698371
613,613,Newman Hospital,54 Mindarra Drive,Newman,Western Australia,6753,,891758333,Public,Public,No,,-23.354824,119.736503
614,614,"Next Step Drug And Alcohol Services, East Perth",32 Moore Street,East Perth,Western Australia,6004,,892191919,Public,Public,No,,-31.953405,115.869171
615,615,Nimbin Multi Purpose Service,35 Cullen Street,Nimbin,New South Wales,2480,,266891400,Public,Public,No,,-28.597371,153.223185
616,616,Noarlunga Hospital,Alexander Kelly Drive,Noarlunga Centre,South Australia,5168,,883849222,Public,Public,No,,-35.139879,138.500218
617,617,Noosa Hospital,111 Goodchap Street,Noosaville,Queensland,4566,,754559200,Private,Private,No,,-26.403209,153.046309
618,618,Normanton Hospital,Brown Street,Normanton,Queensland,4890,,747452100,Public,Public,No,,-17.678739,141.086425
619,619,Norseman Hospital,Talbot Street,Norseman,Western Australia,6443,,890399200,Public,Public,No,,-32.198566,121.767663
620,620,North East Soldiers' Memorial Hospital and Community Service Centre (Scottsdale Hospital),28 Fosters Road,Scottsdale,Tasmania,7260,,367788522,Public,Public,No,,-41.154294,147.521324
621,621,North Eastern Rehabilitation Centre,134-144 Ford Street,Ivanhoe,Victoria,3079,,394748900,Private,Private,No,,-37.763424,145.031344
622,622,North Lakes Day Hospital,7 Endeavour Boulevard,North Lakes,Queensland,4509,,738336755,Private,Private,No,,-27.238984,153.021947
623,623,North Midlands Health Service,Thomas Street,Three Springs,Western Australia,6519,,899543200,Public,Public,No,,-29.534221,115.759184
624,624,North Queensland Day Surgical Centre,119 Kings Road,Pimlico,Queensland,4812,,747252677,Private,Private,Yes,,-19.279643,146.791468
625,625,North Shore Private Hospital,3 Westbourne Street,St Leonards,New South Wales,2065,,284253000,Private,Private,Yes,,-33.820622,151.189159
626,626,North West Private Hospital,137 Flockton Street,Everton Park,Queensland,4053,,732463133,Private,Private,Yes,,-27.393992,152.992705
627,627,North West Regional Hospital,23 Brickport Road,Burnie,Tasmania,7320,,364306666,Public,Public,Yes,,-41.048385,145.880842
628,628,Northam Hospital,Robinson Street,Northam,Western Australia,6401,,896901300,Public,Public,No,,-31.649582,116.657681
629,629,Northampton Kalbarri Health Service,Stephen Street,Northampton,Western Australia,6535,,899340200,Public,Public,No,,-28.351194,114.635119
