id,name,address,city,state,zip,phone,type,ownership,emergency,quality,LAT,LON
502,,"Suite 304, Level 3 Manningham Medical Centre 200 High Street",Templestowe Lower,Victoria,3107,03 8850 0590,,,,,-37.773471,145.115662
503,Country SA,Parker Street,Mannum,South Australia,5238,08 8569 0200,,,,,-34.916481,139.308614
504,Murray,53 Highett Street,Mansfield,Victoria,3722,03 5775 8800,,,,,-37.057574,146.086149
505,Northern Queensland,21 Lloyd Street,Mareeba,Queensland,4880,07 4092 9333,,,,,-16.987117,145.424468
506,Country WA,Farrelly Street,Margaret River,Western Australia,6285,08 9757 0400,,,,,-33.952162,115.071229
507,Eastern Melbourne,Davey Drive,Ringwood East,Victoria,3135,1300 342 255,,,,,-37.806884,145.254535
508,Western Victoria,20 Havelock Street,Dunolly,Victoria,3472,03 5468 1000,,,,,-36.855269,143.735139
509,Western Victoria,75-87 Clarendon Street,Maryborough,Victoria,3465,03 5461 0333,,,,,-37.044781,143.737692
510,"Central Queensland, Wide Bay and Sunshine Coast",185 Walker Street,Maryborough,Queensland,4650,07 4122 8222,,,,,-25.522131,152.689855
511,,286 Maryvale Road,Morwell,Victoria,3840,03 5132 1200,,,,,-38.215028,146.418561
512,,26 Balaclava Road,St Kilda,Victoria,3183,03 9038 1300,,,,,-37.869799,145.003096
513,Brisbane South,Raymond Terrace,South Brisbane,Queensland,4101,07 3163 8111,,,,,-27.485488,153.028103
514,,Raymond Terrace,South Brisbane,Queensland,4101,07 3163 8111,,,,,-27.48485,153.027436
515,,21 - 37 Fulham Road,Pimlico,Queensland,4812,07 4727 4444,,,,,-19.288482,146.786528
516,,25 Rocklands Road,North Sydney,New South Wales,2060,02 9900 7300,,,,,-33.831152,151.201247
517,,1 Wellington Street,Mackay,Queensland,4740,07 4953 5990,,,,,-21.139073,149.181984
518,,313 Bourbong Street,Bundaberg,Queensland,4670,07 4153 9539,,,,,-24.870766,152.330412
519,,50 Rossella Street,Gladstone,Queensland,4680,07 4971 3713,,,,,-23.850526,151.247469
520,,76 Willetts Road,Mackay,Queensland,4740,07 4965 5666,,,,,-21.129416,149.166033
521,,Ward Street,Rockhampton,Queensland,4700,07 4931 3313,,,,,-23.398033,150.497444
522,Brisbane South,Raymond Terrace,South Brisbane,Queensland,4101,07 3163 1918,,,,,-27.485436,153.027001
523,,Raymond Terrace,South Brisbane,Queensland,4101,07 3163 8111,,,,,-27.485992,153.027747
524,,301 Vulture Street,South Brisbane,Queensland,4101,07 3163 8111,,,,,-27.483975,153.028777
525,,Weippin Street,Cleveland,Queensland,4163,07 3163 7444,,,,,-27.540811,153.25043
526,,12 Oxford Street,Hyde Park,Queensland,4812,07 4727 4444,,,,,-19.276512,146.798978
527,Tasmania,37 Wellington Street,Swansea,Tasmania,7190,03 6257 9100,,,,,-42.127383,148.076788
528,Adelaide,3 Aldersey Street,McLaren Vale,South Australia,5171,08 8323 6600,,,,,-35.221405,138.544962
529,Country WA,Savage Street,Meekatharra,Western Australia,6642,08 9981 0600,,,,,-26.591366,118.491861
530,,631 Inkerman Road,Caulfield North,Victoria,3161,03 9504 8400,,,,,-37.869064,145.018774
531,,"Level 12, 63 Exhibition Street",Melbourne,Victoria,3000,03 9654 4844,,,,,-37.814488,144.971391
532,,Royal Parade,Parkville,Victoria,3052,03 8341 3400,,,,,-37.798272,144.957025
533,North Western Melbourne,195-209 Barries Road,Melton West,Victoria,3337,03 9747 7600,,,,,-37.686449,144.558284
534,Western NSW,Perry Street,Menindee,New South Wales,2879,08 8091 4209,,,,,-32.390335,142.414869
535,Country SA,2 South Terrace,Meningie,South Australia,5264,08 8575 2777,,,,,-35.693212,139.335565
536,Murray,550 Poole Street,Albury,New South Wales,2640,02 6042 1400,,,,,-36.069221,146.916764
537,Murrumbidgee,69 Demondrille Street,Young,New South Wales,2594,02 6382 8444,,,,,-34.321003,148.288693
538,Eastern Melbourne,6 Mont Albert Road,Canterbury,Victoria,3126,03 8416 7600,,,,,-37.816688,145.061729
539,Eastern Melbourne,163 Studley Road,Heidelberg,Victoria,3084,03 8458 4444,,,,,-37.756075,145.061008
540,Country WA,Kitchener Road,Merredin,Western Australia,6415,08 9081 3222,,,,,-31.485204,118.276491
541,Hunter New England and Central Coast,MacKenzie Street,Merriwa,New South Wales,2329,02 6532 5000,,,,,-32.142714,150.361316
542,Tasmania,Bass Highway,Latrobe,Tasmania,7307,03 6478 5500,,,,,-41.229052,146.422445
543,,275 Addison Road,Petersham,New South Wales,2049,02 8585 4900,,,,,-33.899441,151.155602
544,,17 Hereward Highway,Blacktown,New South Wales,2148,02 9622 7667,,,,,-33.774236,150.912421
545,Tasmania,13 Church Street,Oatlands,Tasmania,7120,03 6254 5030,,,,,-42.299353,147.369522
546,Murray,Ontario Avenue,Mildura,Victoria,3502,03 5022 3333,,,,,-34.185634,142.143348
547,,220-228 Thirteenth Street,Mildura,Victoria,3500,03 5022 2611,,,,,-34.18479,142.145705
548,Darling Downs and West Moreton,26 Colamba Street,Miles,Queensland,4415,07 4628 5600,,,,,-26.658236,150.191023
549,Country SA,Mount Gambier Road,Millicent,South Australia,5280,08 8733 4755,,,,,-37.598354,140.358924
550,Darling Downs and West Moreton,50 Commens Street,Millmerran,Queensland,4357,07 4695 3111,,,,,-27.878928,151.26267
551,South Eastern NSW,104-106 Princes Highway,Milton,New South Wales,2538,02 4455 1333,,,,,-35.317313,150.438918
552,,Suite 4/16-22 Willock Avenue,Miranda,New South Wales,2228,02 9540 4586,,,,,-34.03244,151.101631
553,,27 Doncaster East Road,Mitcham,Victoria,3132,03 9210 3222,,,,,-37.810436,145.194808
554,Western Queensland,95 Ann Street,Mitchell,Queensland,4465,07 4623 1277,,,,,-26.489913,147.972493
555,Adelaide,41-69 Smart Road,Modbury,South Australia,5092,08 8161 2000,,,,,-34.834166,138.690505
556,,2-4 Charles Street,Mogo,New South Wales,2536,02 4474 3774,,,,,-35.782893,150.14387
557,Western NSW,King Street,Molong,New South Wales,2866,02 6392 3300,,,,,-33.087622,148.859724
558,Northern Sydney,Coronation Street,Mona Vale,New South Wales,2103,02 9998 0333,,,,,-33.685353,151.306618
559,Eastern Melbourne,246 Clayton Road,Clayton,Victoria,3168,03 9594 6666,,,,,-37.921176,145.123128
560,South Eastern Melbourne,823-865 Centre Road,East Bentleigh,Victoria,3165,03 9928 8111,,,,,-37.920697,145.063197
561,"Central Queensland, Wide Bay and Sunshine Coast",35 Flinders Street,Monto,Queensland,4630,07 4166 9300,,,,,-24.866424,151.112501
562,,383-391 Samford Road,Gaythorne,Queensland,4051,07 3550 3550,,,,,-27.417069,152.982237
563,Country WA,Dandaragan Road,Moora,Western Australia,6510,08 9651 0222,,,,,-30.639557,116.001119
564,Northern Queensland,Elliott Street,Moranbah,Queensland,4744,07 4941 4600,,,,,-22.002125,148.055287
565,Country WA,Caulfield Road,Morawa,Western Australia,6623,08 9971 0200,,,,,-29.212897,116.002986
566,Hunter New England and Central Coast,Alice Street,Moree,New South Wales,2400,02 6757 0000,,,,,-29.470678,149.839648
567,Hunter New England and Central Coast,Dora Street,Morisset,New South Wales,2264,02 4973 0222,,,,,-33.128549,151.512816
568,Western Queensland,Lardyl Street,Mornington Island,Queensland,4871,07 4745 7209,,,,,-16.665534,139.178559
569,South Eastern NSW,2-10 River Street,Moruya,New South Wales,2537,02 4474 2666,,,,,-35.904137,150.070774
570,Northern Queensland,9 Hospital Street,Mossman,Queensland,4873,07 4084 1200,,,,,-16.464031,145.368025
571,Country SA,Wellington Road,Mount Barker,South Australia,5251,08 8393 1777,,,,,-35.081813,138.870277
572,Western Sydney,75 Railway Street,Mount Druitt,New South Wales,2770,02 9881 1555,,,,,-33.765929,150.829646
573,Country SA,276-300 Wehl Street North,Mount Gambier,South Australia,5290,08 8721 1200,,,,,-37.805003,140.786662
574,,276-300 Wehl Street North,Mount Gambier,South Australia,5290,08 8721 1412,,,,,-37.805952,140.786887
575,,150 Mounts Bay Road,West Perth,Western Australia,6005,08 9481 1822,,,,,-31.958534,115.845401
576,Western Queensland,30 Camooweal Street,Mount Isa,Queensland,4825,07 4744 4444,,,,,-20.730919,139.493815
577,"Central Queensland, Wide Bay and Sunshine Coast",Black Street,Mount Morgan,Queensland,4714,07 4912 5100,,,,,-23.645094,150.392639
578,Country SA,28 Hospital Road,Mount Pleasant,South Australia,5235,08 8568 0000,,,,,-34.773855,139.054212
579,,66 Rosamond Street,Hornsby,New South Wales,2077,02 9847 5000,,,,,-33.692829,151.092939
580,"Central Queensland, Wide Bay and Sunshine Coast",14 Nott Street,Moura,Queensland,4718,07 4997 2900,,,,,-24.575948,149.975999
581,Western Victoria,30-36 Villiers Street,Port Fairy,Victoria,3284,03 5568 0100,,,,,-38.381599,142.227523
582,Western NSW,Meares Street,Mudgee,New South Wales,2850,02 6378 6222,,,,,-32.603229,149.588179
583,Country WA,Elder Street,Mullewa,Western Australia,6630,08 9961 6200,,,,,-28.535991,115.510017
584,"Central Queensland, Wide Bay and Sunshine Coast",96 Leichhardt Street,Mundubbera,Queensland,4626,07 4165 5200,,,,,-25.587619,151.293282
585,Western Queensland,Barwon Street,Mungindi,Queensland,2406,02 6705 6100,,,,,-28.972817,148.989061
586,Darling Downs and West Moreton,Coronation Drive,Murgon,Queensland,4605,07 4169 9600,,,,,-26.239075,151.950702
587,Country SA,96 Swanport Road,Murray Bridge,South Australia,5253,08 8535 6777,,,,,-35.128911,139.280462
588,Perth South,McKay Street,Pinjarra,Western Australia,6208,08 9531 7222,,,,,-32.639709,115.871589
589,,Nordsvan Drive,Wodonga,Victoria,3690,02 6055 3100,,,,,-36.138419,146.876478
590,Murrumbidgee,54 Swift Street,Harden,New South Wales,2587,02 6386 2200,,,,,-34.555254,148.360186
591,North Coast,8 Ewing Street,Murwillumbah,New South Wales,2484,02 6672 1822,,,,,-28.323417,153.400811
592,Hunter New England and Central Coast,36 Brentwood Street,Muswellbrook,New South Wales,2333,02 6542 2000,,,,,-32.264545,150.900263
593,,115 Howard Street,Nambour,Queensland,4560,07 5476 3700,,,,,-26.626321,152.96409
594,"Central Queensland, Wide Bay and Sunshine Coast",Hospital Road,Nambour,Queensland,4560,07 5470 6600,,,,,-26.621659,152.952249
595,,62 Netherton Street,Nambour,Queensland,4560,07 5459 7444,,,,,-26.618265,152.955949
596,Darling Downs and West Moreton,135 Brisbane Street,Nanango,Queensland,4615,07 4171 6700,,,,,-26.666405,152.007833
597,Country WA,Carey Street,Nannup,Western Australia,6275,08 9756 3800,,,,,-33.982797,115.76723
598,Country SA,101 Jenkins Terrace,Naracoorte,South Australia,5271,08 8762 8100,,,,,-36.966849,140.743693
599,Country WA,Ada Street,Narembeen,Western Australia,6369,08 9064 6222,,,,,-32.061618,118.391289
600,Hunter New England and Central Coast,11 Cameron Street,Narrabri,New South Wales,2390,02 6799 2800,,,,,-30.325869,149.777108
601,Murrumbidgee,54 Adams Street,Narrandera,New South Wales,2700,02 6951 0200,,,,,-34.743181,146.547661
602,Country WA,Williams Road,Narrogin,Western Australia,6312,08 9881 0333,,,,,-32.937341,117.168459
603,Western NSW,128 Cathundral Street,Narromine,New South Wales,2821,02 6889 9600,,,,,-32.24261,148.239201
604,Murray,36-44 McDonnell Street,Nathalia,Victoria,3638,03 5866 9444,,,,,-36.054754,145.204324
605,,Corner of Gilmore Crescent and Hospital Road,Garran,Australian Capital Territory,2605,02 6222 6666,,,,,-35.344872,149.101944
606,Nepean Blue Mountains,Derby Street,Kingswood,New South Wales,2747,02 4734 2000,,,,,-33.759865,150.712627
607,,1-9 Barber Avenue,Kingswood,New South Wales,2747,02 4732 7333,,,,,-33.759775,150.715206
608,Northern Sydney,4-12 Neringah Avenue,Wahroonga,New South Wales,2076,02 9488 2200,,,,,-33.717856,151.114556
609,,22 Sargent Street,New Farm,Queensland,4005,07 3254 9100,,,,,-27.473623,153.045879
610,Tasmania,3 Richmond Street,New Norfolk,Tasmania,7140,03 6166 1300,,,,,-42.781315,147.059179
611,,14 Lookout Road,New Lambton Heights,New South Wales,2305,02 4941 8400,,,,,-32.922537,151.698371
612,Country WA,54 Mindarra Drive,Newman,Western Australia,6753,08 9175 8333,,,,,-23.354824,119.736503
613,Perth North,32 Moore Street,East Perth,Western Australia,6004,08 9219 1919,,,,,-31.953405,115.869171
614,North Coast,35 Cullen Street,Nimbin,New South Wales,2480,02 6689 1400,,,,,-28.597371,153.223185
615,Adelaide,Alexander Kelly Drive,Noarlunga Centre,South Australia,5168,08 8384 9222,,,,,-35.139879,138.500218
616,,111 Goodchap Street,Noosaville,Queensland,4566,07 5455 9200,,,,,-26.403209,153.046309
617,Western Queensland,Brown Street,Normanton,Queensland,4890,07 4745 2100,,,,,-17.678739,141.086425
618,Country WA,Talbot Street,Norseman,Western Australia,6443,08 9039 9200,,,,,-32.198566,121.767663
619,Tasmania,28 Fosters Road,Scottsdale,Tasmania,7260,03 6778 8522,,,,,-41.154294,147.521324
620,,134-144 Ford Street,Ivanhoe,Victoria,3079,03 9474 8900,,,,,-37.763424,145.031344
621,,7 Endeavour Boulevard,North Lakes,Queensland,4509,07 3833 6755,,,,,-27.238984,153.021947
622,Country WA,Thomas Street,Three Springs,Western Australia,6519,08 9954 3200,,,,,-29.534221,115.759184
623,,119 Kings Road,Pimlico,Queensland,4812,07 4725 2677,,,,,-19.279643,146.791468
624,,3 Westbourne Street,St Leonards,New South Wales,2065,02 8425 3000,,,,,-33.820622,151.189159
625,,137 Flockton Street,Everton Park,Queensland,4053,07 3246 3133,,,,,-27.393992,152.992705
626,Tasmania,23 Brickport Road,Burnie,Tasmania,7320,03 6430 6666,,,,,-41.048385,145.880842
627,Country WA,Robinson Street,Northam,Western Australia,6401,08 9690 1300,,,,,-31.649582,116.657681
628,Country WA,Stephen Street,Northampton,Western Australia,6535,08 9934 0200,,,,,-28.351194,114.635119
629,Murray,35-47 Green Street,Wangaratta,Victoria,3677,03 5722 5111,,,,,-36.354035,146.313889
630,Northern Sydney,105 Frenchs Forest Road (West),Frenchs Forest,New South Wales,2086,02 9105 5000,,,,,-33.750646,151.23377
631,Country SA,1 Ernest Terrace,Wallaroo,South Australia,5556,08 8823 0200,,,,,-33.927738,137.636783
632,,Corner of Plenty and Greenhills Roads,Bundoora,Victoria,3083,03 9468 0100,,,,,-37.691208,145.061631
633,,2 Greenwich Road,Greenwich,New South Wales,2065,02 9433 3555,,,,,-33.825156,151.188367
634,,3 Harrison Street,Cremorne,New South Wales,2090,02 9909 8577,,,,,-33.833425,151.222886
635,,92-96 Dumaresq Street,Campbelltown,New South Wales,2560,02 4640 5555,,,,,-34.071999,150.816958
636,,23-27 Lytton Street,Wentworthville,New South Wales,2145,02 8833 2222,,,,,-33.811188,150.974575
637,,11 Norbrik Drive,Bella Vista,New South Wales,2153,02 8882 8882,,,,,-33.744941,150.953608
638,,Weeroona Place,Nowra,New South Wales,2541,02 4424 4700,,,,,-34.893534,150.606551
639,Murray,2 Katamatite Road,Numurkah,Victoria,3636,03 5862 0555,,,,,-36.100001,145.443695
640,Western NSW,Hospital Road,Nyngan,New South Wales,2825,02 6835 1700,,,,,-31.560024,147.208772
641,Darling Downs and West Moreton,Corner Beale and Fitzpatrick Streets,Oakey,Queensland,4401,07 4691 4888,,,,,-27.424079,151.719088
642,Western NSW,67-73 North Street,Oberon,New South Wales,2787,02 6336 7200,,,,,-33.705249,149.853596
643,Gippsland,12 Easton Street,Omeo,Victoria,3898,03 5159 0100,,,,,-37.098142,147.597321
644,Country WA,Second Avenue,Onslow,Western Australia,6710,08 9184 3200,,,,,-21.643238,115.115389
645,,60-62 McNamara Street,Orange,New South Wales,2800,02 6360 3699,,,,,-33.283027,149.102737
646,Western NSW,1530 Forest Road,Orange,New South Wales,2800,02 6369 3000,,,,,-33.317316,149.093953
647,Gippsland,104 Boundary Road,Orbost,Victoria,3888,03 5154 6666,,,,,-37.701844,148.464957
648,Adelaide,"Level 3, 1 Hutt Street",Adelaide,South Australia,5000,08 8232 3525,,,,,-34.925331,138.611441
649,Country SA,Pekina Road,Orroroo,South Australia,5431,08 8658 1023,,,,,-32.738519,138.607206
650,North Western Melbourne,35 Mavis Street,Footscray,Victoria,3011,03 8345 7550,,,,,-37.791926,144.886617
651,Perth North,Osborne Place,Stirling,Western Australia,6021,08 9346 8000,,,,,-31.885976,115.804717
652,Western Victoria,37-43 Mclachlan Street,Apollo Bay,Victoria,3233,03 5237 8500,,,,,-38.753853,143.664264
653,,"Suite 4, 1st Floor, 416-418 Oxford Street",Mount Hawthorn,Western Australia,6016,08 6140 1000,,,,,-31.922727,115.841536
654,,54 Oxford Terrace,Unley,South Australia,5061,08 8373 1755,,,,,-34.949659,138.608408
655,,123 Nerang Street,Southport,Queensland,4215,07 5556 6222,,,,,-27.970407,153.407829
656,South Eastern NSW,Merimbola Street,Pambula,New South Wales,2549,02 6495 8200,,,,,-36.926316,149.879232
657,Country WA,Lot 608 Rocklea Road,Paraburdoo,Western Australia,6754,08 9159 8222,,,,,-23.203031,117.670633
658,,7 Unley Road,Parkside,South Australia,5063,08 8357 0300,,,,,-34.941936,138.606952
659,,137 East Terrace,Adelaide,South Australia,5000,08 8223 3294,,,,,-34.928514,138.614276
660,Western NSW,111 Newell Highway,Peak Hill,New South Wales,2869,02 6861 7100,,,,,-32.735907,148.199615
661,Perth South,110 Lakes Road,Mandurah,Western Australia,6210,08 9531 8000,,,,,-32.532573,115.763504
662,Country WA,Railway Cresent,Pemberton,Western Australia,6260,08 9776 4000,,,,,-34.444875,116.031954
663,,Corner of George and Florence Streets,Kippa-Ring,Queensland,4021,07 3883 9300,,,,,-27.230696,153.093087
664,,525 McClelland Drive,Frankston,Victoria,3199,03 9788 3466,,,,,-38.157557,145.169552
665,,361 Pennant Hills Rd,Pennant Hills,New South Wales,2120,02 9481 0048,,,,,-33.738295,151.074354
666,Country SA,18 Church Street,Penola,South Australia,5277,08 8737 2311,,,,,-37.382873,140.836465
667,,3/25-29 Hunter Street,Hornsby,New South Wales,2077,131340,,,,,-33.70323,151.100259
668,Perth North,15 Hospital Avenue,Nedlands,Western Australia,6009,08 6456 2222,,,,,-31.969503,115.817165
669,,27-29 Havelock Street,West Perth,Western Australia,6005,08 9481 4888,,,,,-31.950874,115.843266
670,North Western Melbourne,305 Grattan Street,Melbourne,Victoria,3000,03 9656 1111,,,,,-37.80001,144.956607
671,Country SA,23 Hurlstone Street,Peterborough,South Australia,5422,08 8651 0400,,,,,-32.980786,138.830344
672,,13 Carrara Street,Benowa,Queensland,4217,07 5588 9588,,,,,-28.008508,153.39373
673,,Allchurch Avenue,Benowa,Queensland,4217,07 5588 9888,,,,,-28.007076,153.393569
674,,34 Dixon Street,Strathpine,Queensland,4500,07 3881 7222,,,,,-27.308361,152.994832
675,Country WA,Corner of Somerset St and Brown St,Pingelly,Western Australia,6308,08 9887 2222,,,,,-32.533042,117.089789
676,Country SA,Bundey Terrace,Pinnaroo,South Australia,5304,08 8577 9222,,,,,-35.257499,140.902447
677,Country WA,Langton Road,Mount Barker,Western Australia,6324,08 9892 1222,,,,,-34.626092,117.654561
678,Country SA,71 Hospital Road,Port Augusta,South Australia,5700,08 8668 7500,,,,,-32.509417,137.776279
679,Country SA,Bay Street,Port Broughton,South Australia,5522,08 8635 2200,,,,,-33.601287,137.934379
680,South Eastern NSW,89-91 Cowper Street,Warrawong,New South Wales,2502,02 4223 8000,,,,,-34.485923,150.881778
681,Country SA,39 Oxford Terrace,Port Lincoln,South Australia,5606,08 8683 2200,,,,,-34.72408,135.850201
682,North Coast,1-31 Wrights Road,Port Macquarie,New South Wales,2444,02 6581 2000,,,,,-31.452336,152.878304
683,,Lake Road,Port Macquarie,New South Wales,2444,02 6583 5655,,,,,-31.442073,152.909375
684,Country SA,Alexander Street,Port Pirie,South Australia,5540,08 8638 4500,,,,,-33.177339,138.005533
685,Western Victoria,Bentinck Street,Portland,Victoria,3305,03 5521 0333,,,,,-38.340713,141.606087
686,Nepean Blue Mountains,20 Green Street,Portland,New South Wales,2847,02 6359 2666,,,,,-33.358415,149.978565
687,Adelaide,21 Belmore Terrace,Woodville Park,South Australia,5011,08 8243 3999,,,,,-34.87999,138.542962
688,Central and Eastern Sydney,320-346 Barker Street,Randwick,New South Wales,2031,02 9382 2222,,,,,-33.918492,151.23938
689,,Barker Street,Randwick,New South Wales,2031,02 9650 4000,,,,,-33.918492,151.238659
690,Brisbane South,199 Ipswich Road,Woolloongabba,Queensland,4102,07 3176 2111,,,,,-27.499402,153.033542
691,Northern Queensland,26-34 Taylor Street,Proserpine,Queensland,4800,07 4813 9400,,,,,-20.400017,148.584976
692,Australian Capital Territory,129 Carruthers Street,Curtin,Australian Capital Territory,2605,02 6205 2333,,,,,-35.323284,149.079172
693,Country WA,Harris Street,Quairading,Western Australia,6383,08 9645 1100,,,,,-32.014481,117.402627
694,South Eastern NSW,16 Erin Street,Queanbeyan,New South Wales,2620,02 6150 7000,,,,,-35.347685,149.232294
695,South Eastern Melbourne,53 Thomas Street,Noble Park,Victoria,3174,03 9549 2777,,,,,-37.972053,145.178285
696,Brisbane South,Corner of Kessels and Troughton Roads,Coopers Plains,Queensland,4108,07 3275 6111,,,,,-27.559673,153.048852
697,Brisbane South,501 Stanley Street,South Brisbane,Queensland,4101,07 3068 1111,,,,,-27.484305,153.026717
698,,55 Little Edward Street,Spring Hill,Queensland,4000,07 3236 9844,,,,,-27.4613,153.024547
699,Western Queensland,30 Gyrica Street,Quilpie,Queensland,4480,07 4656 0100,,,,,-26.616519,144.274617
700,Hunter New England and Central Coast,Nowland Street,Quirindi,New South Wales,2343,02 6746 0200,,,,,-31.500345,150.676621
701,Country SA,Hospital Road,Quorn,South Australia,5433,08 8648 7888,,,,,-32.350917,138.038138
702,,41 William Street,Gosford,New South Wales,2250,02 4349 8000,,,,,-33.427046,151.345848
703,,185 Fox Valley Road,Wahroonga,New South Wales,2076,02 9487 9300,,,,,-33.733389,151.098606
704,Country WA,Martin Street,Ravensthorpe,Western Australia,6346,08 9838 2211,,,,,-33.584918,120.045461
705,Brisbane North,Anzac Avenue,Redcliffe,Queensland,4020,07 3883 7777,,,,,-27.228269,153.105245
706,Brisbane South,Weippin Street,Cleveland,Queensland,4163,07 3488 3111,,,,,-27.539992,153.251379
707,Country SA,Ral Ral Avenue,Renmark,South Australia,5341,08 8580 4100,,,,,-34.164836,140.745205
708,Northern Queensland,Gallagher Drive,Richmond,Queensland,4822,07 4741 6100,,,,,-20.738726,143.150471
709,,36 Mt Dandenong Road,Ringwood,Victoria,3135,03 8804 4000,,,,,-37.811523,145.243629
710,,401 Milton Road,Auchenflower,Queensland,4066,,,,,,-27.473491,152.995132
711,,2-8 Meurant Avenue,Wagga Wagga,New South Wales,2650,02 6925 6256,,,,,-35.120903,147.353809
712,Country SA,Maddern Street,Berri,South Australia,5343,08 8580 2400,,,,,-34.276054,140.600984
713,North Coast,Hunter Street,Lismore,New South Wales,2480,02 6620 7600,,,,,-28.80834,153.29112
714,Country SA,23 Moorhouse Terrace,Riverton,South Australia,5412,08 8847 2300,,,,,-34.160353,138.742657
715,Gold Coast,2 Bayberry Lane,Robina,Queensland,4226,07 5668 6000,,,,,-28.072198,153.377284
716,,"4110, Level 3, Robina Town Centre",Robina,Queensland,4230,07 5592 7999,,,,,-28.077603,153.3843
717,Murray,128-132 Latje Road,Robinvale,Victoria,3549,03 5051 8111,,,,,-34.584146,142.781367
718,Murray,1 Pascoe Street,Rochester,Victoria,3561,03 5484 4400,,,,,-36.366579,144.697751
719,"Central Queensland, Wide Bay and Sunshine Coast",Canning Street,Rockhampton,Queensland,4700,07 4920 6211,,,,,-23.379525,150.494542
720,Perth South,Elanora Drive,Cooloongup,Western Australia,6168,08 9599 4000,,,,,-32.291359,115.770899
721,Country WA,42-44 Hampton Street,Roebourne,Western Australia,6718,08 9182 0200,,,,,-20.776317,117.143955
722,Western Queensland,197-234 Mcdowall Street,Roma,Queensland,4455,07 4624 2700,,,,,-26.568828,148.775846
723,South Eastern Melbourne,1527 Point Nepean Road,Rosebud,Victoria,3939,03 5986 0666,,,,,-38.362168,144.884899
724,,1537 Point Nepean Road,Rosebud West,Victoria,3940,03 5986 0500,,,,,-38.361748,144.883554
725,Country SA,16-28 Burgoyne Street,Roxby Downs,South Australia,5725,08 8671 9020,,,,,-30.562778,136.894261
726,Adelaide,Port Road,Adelaide,South Australia,5000,08 7074 0000,,,,,-34.920973,138.587393
727,Brisbane North,Butterfield Street,Herston,Queensland,4006,07 3646 8111,,,,,-27.446972,153.027888
728,North Western Melbourne,50 Flemington Road,Parkville,Victoria,3052,03 9345 5522,,,,,-37.794997,144.950859
729,Northern Territory,Rocklands Drive,Tiwi,Northern Territory,810,08 8922 8888,,,,,-12.355806,130.881789
730,Tasmania,48 Liverpool Street,Hobart,Tasmania,7000,03 6222 8308,,,,,-42.880028,147.330136
731,Central and Eastern Sydney,Barker Street,Randwick,New South Wales,2031,02 9382 6111,,,,,-33.919035,151.237938
732,North Western Melbourne,300 Grattan Street,Parkville,Victoria,3050,03 9342 7000,,,,,-37.799259,144.956864
733,North Western Melbourne,34-54 Poplar Road,Parkville,Victoria,3052,03 8387 2000,,,,,-37.778813,144.948049
734,Northern Sydney,1 Reserve Road,St Leonards,New South Wales,2065,02 9926 7111,,,,,-33.821312,151.189735
735,Perth North,Wellington Street,Perth,Western Australia,6000,08 9224 2244,,,,,-31.954242,115.8663
736,Central and Eastern Sydney,50 Missenden Road,Camperdown,New South Wales,2050,02 9515 6111,,,,,-33.889251,151.182926
737,Central and Eastern Sydney,57 - 59 Missenden Road,Camperdown,New South Wales,2050,,,,,,-33.88828,151.180707
738,Northern Sydney,227-259 Morrison Road,Ryde,New South Wales,2112,02 9807 1144,,,,,-33.821772,151.107845
739,Eastern Melbourne,1 Yarra Boulevard,Kew,Victoria,3101,03 9490 7500,,,,,-37.789522,145.023715
740,North Western Melbourne,20 Flemington Road,Parkville,Victoria,3052,03 8345 2000,,,,,-37.798772,144.954825
741,Western Victoria,12 Mitchell Place,Hopetoun,Victoria,3396,03 5083 2000,,,,,-35.732201,142.366411
742,Western Victoria,18 Dimboola Road,Warracknabeal,Victoria,3393,03 5396 1200,,,,,-36.252614,142.381609
743,Northern Sydney,Denistone Road,Eastwood,New South Wales,2122,02 9858 7888,,,,,-33.795482,151.089756
744,Western NSW,24 Fitzgerald Street,Rylstone,New South Wales,2849,02 6357 8100,,,,,-32.804085,149.975652
745,Central and Eastern Sydney,170 Darlinghurst Road,Darlinghurst,New South Wales,2010,02 8382 9444,,,,,-33.880525,151.219237
746,,1A Northcote Road,Hornsby,New South Wales,2077,02 9477 8888,,,,,-33.701961,151.110612
747,South Eastern Melbourne,193 Bluff Road,Sandringham,Victoria,3191,03 9076 1000,,,,,-37.961049,145.018157
748,Northern Queensland,1 Hospital Street,Sarina,Queensland,4737,07 4943 8777,,,,,-21.421151,149.210268
749,Hunter New England and Central Coast,Stafford Street,Scone,New South Wales,2337,02 6540 2100,,,,,-32.051525,150.876864
750,Perth North,6 Lemnos Street,Shenton Park,Western Australia,6008,,,,,,-31.958204,115.80199
751,Murray,1 Brettoneaux Street,Seymour,Victoria,3660,03 5793 6100,,,,,-37.018384,145.138771
752,South Eastern NSW,15-17 Madigan Boulevarde,Mount Warrigal,New South Wales,2528,02 4295 2500,,,,,-34.558987,150.840947
753,,20 Fitzgerald Street,Shepparton,Victoria,3630,03 5832 1200,,,,,-36.359183,145.410825
754,South Eastern NSW,2 Shoalhaven Street,Nowra,New South Wales,2541,02 4421 3111,,,,,-34.868767,150.595736
755,,1/2 Short Street,Southport,Queensland,4215,07 5528 4011,,,,,-27.970813,153.416975
