USPS,ST,NAME,ZCTA5,LAT,LON
Victoria,VIC,Tarilta,3451,-37.17786,144.19156
Victoria,VIC,Tarrengower,3463,-37.00146,144.01256
Victoria,VIC,Vaughan,3451,-37.15929,144.21594
Victoria,VIC,Walmer (Vic.),3463,-36.97596,144.16618
Victoria,VIC,Welshmans Reef,3462,-37.06559,144.02993
Victoria,VIC,Werona,3364,-37.2386,144.02317
Victoria,VIC,Yandoit Hills,3461,-37.22234,144.04892
Victoria,VIC,Yapeen,3451,-37.11534,144.17623
Victoria,VIC,Allansford,3277,-38.4039,142.61924
Victoria,VIC,Ayrford,3268,-38.437,142.85333
Victoria,VIC,Ballangeich,3279,-38.18634,142.61497
Victoria,VIC,Bessiebelle,3304,-38.15756,141.93845
Victoria,VIC,Broadwater (Vic.),3301,-38.11903,142.06874
Victoria,VIC,Bushfield,3281,-38.32505,142.51996
Victoria,VIC,Byaduk,3301,-37.94569,141.9821
Victoria,VIC,Caramut,3274,-37.95347,142.50342
Victoria,VIC,Chatsworth (Vic.),3379,-37.8402,142.65202
Victoria,VIC,Codrington (Vic.),3285,-38.25741,141.95991
Victoria,VIC,Crossley,3283,-38.31698,142.314
Victoria,VIC,Cudgee,3265,-38.34102,142.65207
Victoria,VIC,Curdievale,3268,-38.52127,142.86656
Victoria,VIC,Darlington (Vic.),3271,-37.97929,143.03154
Victoria,VIC,Dennington,3280,-38.35546,142.43105
Victoria,VIC,Dundonnell,3271,-37.89947,142.97333
Victoria,VIC,Ecklin South,3265,-38.38598,142.89702
Victoria,VIC,Ellerslie (Vic.),3265,-38.12511,142.65692
Victoria,VIC,Framlingham,3265,-38.26636,142.68706
Victoria,VIC,Framlingham East,3265,-38.19918,142.71231
Victoria,VIC,Garvoc,3265,-38.28612,142.81228
Victoria,VIC,Gerrigerrup,3289,-37.9857,142.20039
Victoria,VIC,Grassmere,3281,-38.25519,142.55168
Victoria,VIC,Hawkesdale,3287,-38.08467,142.26696
Victoria,VIC,Hexham (Vic.),3273,-37.99035,142.67828
Victoria,VIC,Illowa,3282,-38.33625,142.40367
Victoria,VIC,Killarney (Vic.),3283,-38.34373,142.31823
Victoria,VIC,Kirkstall,3283,-38.26777,142.27865
Victoria,VIC,Knebsworth,3286,-37.98835,141.87611
Victoria,VIC,Kolora,3265,-38.1268,142.92441
Victoria,VIC,Koroit,3282,-38.27637,142.37186
Victoria,VIC,Laang,3265,-38.36675,142.81263
Victoria,VIC,Macarthur (Vic.),3286,-38.04301,142.03341
Victoria,VIC,Mailors Flat,3275,-38.29057,142.46478
Victoria,VIC,Mepunga,3277,-38.45801,142.67618
Victoria,VIC,Mepunga East,3277,-38.44394,142.71202
Victoria,VIC,Mepunga West,3277,-38.44057,142.65363
Victoria,VIC,Minhamite,3287,-37.98795,142.34938
Victoria,VIC,Minjah,3276,-38.04157,142.48181
Victoria,VIC,Mortlake (Vic.),3272,-38.0585,142.79005
Victoria,VIC,Nareeb,3293,-37.84089,142.55478
Victoria,VIC,Naringal,3277,-38.39463,142.72316
Victoria,VIC,Naringal East,3277,-38.40828,142.79053
Victoria,VIC,Nerrin Nerrin,3351,-37.7602,143.02533
Victoria,VIC,Nirranda,3268,-38.5085,142.77423
Victoria,VIC,Nirranda East,3268,-38.48933,142.8645
Victoria,VIC,Nirranda South,3268,-38.54514,142.80392
Victoria,VIC,Nullawarre,3268,-38.48594,142.76502
Victoria,VIC,Nullawarre North,3268,-38.43792,142.79588
Victoria,VIC,Orford (Vic.),3284,-38.20316,142.10895
Victoria,VIC,Panmure,3265,-38.33118,142.71295
Victoria,VIC,Penshurst (Vic.),3289,-37.87602,142.33647
Victoria,VIC,Peterborough (Vic.),3270,-38.58941,142.87903
Victoria,VIC,Port Fairy,3284,-38.33473,142.20057
Victoria,VIC,Pura Pura,3271,-37.81403,143.09733
Victoria,VIC,Purdeet,3289,-37.93268,142.37612
Victoria,VIC,Purnim,3278,-38.27446,142.6159
Victoria,VIC,Purnim West,3278,-38.29677,142.55494
Victoria,VIC,Rosebrook (Vic.),3285,-38.34528,142.27056
Victoria,VIC,Southern Cross (Vic.),3283,-38.28895,142.40795
Victoria,VIC,St Helens (Vic.),3285,-38.25486,142.06083
Victoria,VIC,Taroon,3265,-38.32977,142.87139
Victoria,VIC,Tarrone,3283,-38.2271,142.21041
Victoria,VIC,Terang,3264,-38.24631,142.88527
Victoria,VIC,The Cove,3268,-38.49129,142.69563
Victoria,VIC,The Sisters,3265,-38.18321,142.7867
Victoria,VIC,Toolong,3285,-38.31403,142.23951
Victoria,VIC,Tower Hill,3283,-38.32832,142.35607
Victoria,VIC,Tyrendarra East,3285,-38.25856,141.89764
Victoria,VIC,Wallacedale,3303,-37.93753,141.81862
Victoria,VIC,Wangoom,3279,-38.33021,142.5779
Victoria,VIC,Warrabkook,3286,-37.97935,142.06398
Victoria,VIC,Warrnambool,3280,-38.36979,142.49677
Victoria,VIC,Warrong,3283,-38.19714,142.31119
Victoria,VIC,Willatook,3283,-38.15144,142.23003
Victoria,VIC,Winslow,3281,-38.23761,142.45946
Victoria,VIC,Woodford (Vic.),3281,-38.31532,142.48624
Victoria,VIC,Woolsthorpe,3276,-38.15182,142.46726
Victoria,VIC,Woorndoo,3272,-37.88304,142.79671
Victoria,VIC,Yambuk,3285,-38.34654,142.06567
Victoria,VIC,Yangery,3283,-38.31916,142.43956
Victoria,VIC,Yarpturk,3283,-38.28355,142.43317
Victoria,VIC,Acheron,3714,-37.27053,145.70407
Victoria,VIC,Alexandra (Vic.),3714,-37.19658,145.74174
Victoria,VIC,Buxton (Vic.),3711,-37.43511,145.71384
Victoria,VIC,Castella,3777,-37.5185,145.42929
Victoria,VIC,Cathkin,3714,-37.16123,145.59331
Victoria,VIC,Caveat,3660,-37.05308,145.49909
Victoria,VIC,Devils River,3714,-37.17211,145.83478
Victoria,VIC,Dropmore,3660,-37.04041,145.43873
Victoria,VIC,Eildon,3713,-37.37082,146.01809
Victoria,VIC,Fawcett,3714,-37.10321,145.71973
Victoria,VIC,Flowerdale (Vic.),3658,-37.32971,145.30613
Victoria,VIC,Ghin Ghin,3717,-37.15046,145.35203
Victoria,VIC,Glenburn,3717,-37.40758,145.42705
Victoria,VIC,Gobur,3719,-37.01024,145.6238
Victoria,VIC,Highlands,3660,-37.08423,145.4185
Victoria,VIC,Homewood,3717,-37.19761,145.3147
Victoria,VIC,Kanumbra,3719,-37.05157,145.67565
Victoria,VIC,Kerrisdale,3660,-37.1726,145.24825
Victoria,VIC,Killingworth (Vic.),3717,-37.18154,145.42731
Victoria,VIC,Kinglake,3763,-37.52,145.3494
Victoria,VIC,Kinglake Central,3757,-37.46923,145.31983
Victoria,VIC,Kinglake West,3757,-37.47733,145.25078
Victoria,VIC,Koriella,3714,-37.15859,145.65241
Victoria,VIC,Limestone (Vic.),3717,-37.27165,145.55334
Victoria,VIC,Maintongoon,3714,-37.1264,145.77893
Victoria,VIC,Marysville,3779,-37.52352,145.81221
Victoria,VIC,Merton,3715,-36.98224,145.69874
Victoria,VIC,Molesworth (Vic.),3718,-37.16508,145.53211
Victoria,VIC,Murrindindi,3717,-37.36922,145.57712
Victoria,VIC,Narbethong (Vic.),3778,-37.54229,145.63431
Victoria,VIC,Pheasant Creek (Vic.),3757,-37.46961,145.29085
Victoria,VIC,Rubicon,3712,-37.38571,145.84565
Victoria,VIC,Ruffy,3666,-36.94594,145.48658
Victoria,VIC,Strath Creek,3658,-37.24674,145.22992
Victoria,VIC,Taggerty,3714,-37.34914,145.71801
Victoria,VIC,Taylor Bay,3713,-37.20634,145.87849
Victoria,VIC,Terip Terip,3719,-37.00203,145.56759
Victoria,VIC,Thornton (Vic.),3712,-37.27232,145.81893
Victoria,VIC,Toolangi,3777,-37.51801,145.49719
Victoria,VIC,Whanregarwen,3714,-37.22203,145.62295
Victoria,VIC,Yarck,3719,-37.08972,145.611
Victoria,VIC,Yea,3717,-37.27788,145.40621
Victoria,VIC,Arthurs Creek,3099,-37.56704,145.20291
Victoria,VIC,Bend Of Islands,3097,-37.7005,145.28588
Victoria,VIC,Christmas Hills (Vic.),3775,-37.65821,145.30722
Victoria,VIC,Cottles Bridge,3099,-37.60698,145.22131
Victoria,VIC,Diamond Creek,3089,-37.66086,145.15223
Victoria,VIC,Doreen,3754,-37.59818,145.14482
Victoria,VIC,Eltham (Vic.),3095,-37.71466,145.1633
Victoria,VIC,Eltham North,3095,-37.69772,145.1418
Victoria,VIC,Greensborough,3088,-37.69977,145.102
Victoria,VIC,Hurstbridge,3099,-37.63698,145.1967
Victoria,VIC,Kangaroo Ground,3097,-37.69117,145.23049
Victoria,VIC,North Warrandyte,3113,-37.72625,145.21604
Victoria,VIC,Nutfield,3099,-37.60109,145.18515
Victoria,VIC,Panton Hill,3759,-37.64068,145.25059
Victoria,VIC,Plenty (Vic.),3090,-37.66546,145.11095
Victoria,VIC,Research,3095,-37.70576,145.18884
Victoria,VIC,Smiths Gully,3760,-37.62824,145.28914
Victoria,VIC,St Andrews (Vic.),3761,-37.57873,145.28774
Victoria,VIC,Strathewen,3099,-37.53633,145.27347
Victoria,VIC,Watsons Creek (Vic.),3097,-37.6613,145.26167
Victoria,VIC,Wattle Glen,3096,-37.66992,145.1887
Victoria,VIC,Yarrambat,3091,-37.63792,145.13525
Victoria,VIC,Archdale,3475,-36.83632,143.51161
Victoria,VIC,Avon Plains,3477,-36.5365,142.92295
Victoria,VIC,Banyena,3388,-36.63951,142.79466
Victoria,VIC,Beazleys Bridge,3477,-36.70765,143.14151
Victoria,VIC,Bellellen,3381,-37.13396,142.69213
Victoria,VIC,Black Range (Vic.),3381,-37.13369,142.76061
Victoria,VIC,Bulgana,3377,-37.13624,142.99497
Victoria,VIC,Callawadda,3387,-36.82227,142.79949
Victoria,VIC,Campbells Bridge,3387,-36.92694,142.80641
Victoria,VIC,Carapooee,3477,-36.71179,143.33819
Victoria,VIC,Carapooee West,3477,-36.71655,143.24361
Victoria,VIC,Concongella,3384,-37.05213,142.86358
Victoria,VIC,Coonooer Bridge,3477,-36.45905,143.31509
Victoria,VIC,Coonooer West,3477,-36.42565,143.21936
Victoria,VIC,Cope Cope,3480,-36.46985,143.05454
Victoria,VIC,Crowlands,3377,-37.14203,143.11087
Victoria,VIC,Dadswells Bridge,3385,-36.89845,142.498
Victoria,VIC,Deep Lead,3385,-36.99858,142.71081
Victoria,VIC,Emu,3475,-36.73278,143.44186
Victoria,VIC,Fyans Creek,3381,-37.09274,142.57919
Victoria,VIC,Germania,3387,-36.97662,142.75847
Victoria,VIC,Glenorchy (Vic.),3385,-36.92078,142.63648
Victoria,VIC,Gooroc,3477,-36.47119,143.20657
Victoria,VIC,Gowar East,3477,-36.53355,143.38544
Victoria,VIC,Grays Bridge,3477,-36.61858,142.89938
Victoria,VIC,Gre Gre,3477,-36.67661,143.09421
Victoria,VIC,Gre Gre North,3477,-36.60531,143.06839
Victoria,VIC,Gre Gre South,3477,-36.67949,143.01865
Victoria,VIC,Great Western,3374,-37.16124,142.902
Victoria,VIC,Greens Creek (Vic.),3387,-36.92619,142.93896
Victoria,VIC,Halls Gap,3381,-37.13239,142.53273
Victoria,VIC,Illawarra,3381,-37.06726,142.69568
Victoria,VIC,Joel Joel,3384,-37.0058,142.98677
Victoria,VIC,Joel South,3384,-37.06465,143.00502
Victoria,VIC,Kanya,3387,-36.77152,142.9674
Victoria,VIC,Kooreh,3477,-36.65215,143.39568
Victoria,VIC,Lake Fyans,3381,-37.13535,142.62794
Victoria,VIC,Lake Lonsdale,3381,-37.04135,142.62912
Victoria,VIC,Landsborough West,3384,-37.00513,143.06727
Victoria,VIC,Ledcourt,3385,-36.98764,142.56655
Victoria,VIC,Logan,3475,-36.62674,143.48795
Victoria,VIC,Lubeck,3385,-36.74747,142.52181
Victoria,VIC,Marnoo,3387,-36.69059,142.88921
Victoria,VIC,Marnoo East,3477,-36.65247,142.9585
Victoria,VIC,Marnoo West,3387,-36.70173,142.77169
Victoria,VIC,Mokepilly,3381,-37.08867,142.64262
Victoria,VIC,Moolerr,3477,-36.64735,143.17409
Victoria,VIC,Morrl Morrl,3387,-36.86497,142.90494
Victoria,VIC,Mount Dryden,3381,-37.04602,142.53271
Victoria,VIC,Moyreisk,3477,-36.87841,143.39577
Victoria,VIC,Natte Yallock,3465,-36.94793,143.46507
Victoria,VIC,Navarre,3384,-36.89759,143.09351
Victoria,VIC,Paradise (Vic.),3477,-36.81484,143.05181
Victoria,VIC,Redbank (Vic.),3477,-36.90559,143.3155
Victoria,VIC,Riachella,3385,-36.83107,142.71316
Victoria,VIC,Rich Avon East,3480,-36.51331,142.88763
Victoria,VIC,Rich Avon West,3480,-36.50465,142.82981
Victoria,VIC,Roses Gap,3385,-36.97423,142.45601
Victoria,VIC,Rostron,3477,-36.7649,143.17184
Victoria,VIC,Shays Flat,3377,-37.05851,143.11608
Victoria,VIC,Slaty Creek,3477,-36.53927,143.29982
Victoria,VIC,St Arnaud,3478,-36.62,143.25853
Victoria,VIC,St Arnaud East,3477,-36.62773,143.32487
Victoria,VIC,St Arnaud North,3477,-36.5923,143.16934
Victoria,VIC,Stawell,3380,-37.04456,142.75852
Victoria,VIC,Stuart Mill,3477,-36.79317,143.28068
Victoria,VIC,Sutherland (Vic.),3477,-36.53355,143.19818
Victoria,VIC,Swanwater,3477,-36.53934,143.10417
Victoria,VIC,Swanwater West,3480,-36.52065,143.01738
Victoria,VIC,Tottington,3477,-36.76679,143.10652
Victoria,VIC,Traynors Lagoon,3477,-36.57737,142.98526
Victoria,VIC,Tulkara,3384,-36.94203,143.05201
Victoria,VIC,Wal Wal,3385,-36.80868,142.61646
Victoria,VIC,Wallaloo,3387,-36.75478,142.87211
Victoria,VIC,Wallaloo East,3387,-36.80699,142.91819
Victoria,VIC,Winjallok,3477,-36.8516,143.20107
Victoria,VIC,Albert Park (Vic.),3206,-37.84562,144.96136
Victoria,VIC,Balaclava (Vic.),3183,-37.87069,144.99485
Victoria,VIC,Elwood,3184,-37.88102,144.98575
Victoria,VIC,Melbourne,3000,-37.82744,144.97142
Victoria,VIC,Middle Park (Vic.),3206,-37.85078,144.96227
Victoria,VIC,Port Melbourne,3207,-37.83478,144.92342
Victoria,VIC,Ripponlea,3185,-37.87889,144.99467
Victoria,VIC,South Melbourne,3205,-37.83398,144.95629
Victoria,VIC,Southbank,3006,-37.82535,144.95917
Victoria,VIC,St Kilda (Vic.),3182,-37.86423,144.98148
Victoria,VIC,St Kilda East,3183,-37.86798,145.00072
Victoria,VIC,St Kilda West,3182,-37.85845,144.97119
Victoria,VIC,Windsor (Vic.),3181,-37.85461,144.99154
Victoria,VIC,Amphitheatre,3468,-37.20031,143.41129
Victoria,VIC,Avoca (Vic.),3467,-37.06962,143.47286
Victoria,VIC,Barkly (Vic.),3384,-36.95011,143.21903
Victoria,VIC,Beaufort (Vic.),3373,-37.4404,143.33452
Victoria,VIC,Brewster,3352,-37.49623,143.53005
Victoria,VIC,Bung Bong,3465,-37.09383,143.58988
Victoria,VIC,Burnbank,3371,-37.22946,143.59483
Victoria,VIC,Burrumbeet,3352,-37.49644,143.61683
Victoria,VIC,Carngham,3351,-37.55985,143.58847
Victoria,VIC,Carranballac,3361,-37.68427,143.17373
Victoria,VIC,Chepstowe,3351,-37.59637,143.48727
Victoria,VIC,Chute,3373,-37.30918,143.41171
Victoria,VIC,Cross Roads (Vic.),3373,-37.48634,143.21462
Victoria,VIC,Crowlands,3377,-37.14203,143.11087
Victoria,VIC,Elmhurst,3469,-37.16859,143.26085
Victoria,VIC,Ercildoune,3352,-37.4176,143.58811
Victoria,VIC,Evansford,3371,-37.26217,143.65069
Victoria,VIC,Frenchmans,3384,-36.9974,143.20848
Victoria,VIC,Glenbrae,3352,-37.34806,143.55556
Victoria,VIC,Glenlofty,3469,-37.11333,143.2031
Victoria,VIC,Glenlogie,3469,-37.24582,143.29818
Victoria,VIC,Glenpatrick,3469,-37.15348,143.33839
Victoria,VIC,Hillcrest (Vic.),3351,-37.61811,143.63401
Victoria,VIC,Homebush (Vic.),3465,-37.03975,143.52868
Victoria,VIC,Lake Goldsmith,3373,-37.53438,143.38916
Victoria,VIC,Lake Wongan,3373,-37.60423,143.14836
Victoria,VIC,Lamplough,3352,-37.14864,143.51495
Victoria,VIC,Landsborough (Vic.),3384,-37.01949,143.14275
Victoria,VIC,Langi Kal Kal,3352,-37.37745,143.49245
Victoria,VIC,Lexton,3352,-37.25368,143.51639
Victoria,VIC,Linton,3360,-37.69019,143.55291
Victoria,VIC,Main Lead,3373,-37.38703,143.37196
Victoria,VIC,Mena Park,3373,-37.53682,143.47756
Victoria,VIC,Middle Creek,3375,-37.39908,143.2546
Victoria,VIC,Moonambel,3478,-36.98432,143.31098
Victoria,VIC,Mount Emu,3351,-37.60048,143.40219
Victoria,VIC,Mount Lonarch,3468,-37.27356,143.39036
Victoria,VIC,Natte Yallock,3465,-36.94793,143.46507
Victoria,VIC,Navarre,3384,-36.89759,143.09351
Victoria,VIC,Nerring,3373,-37.49748,143.44648
Victoria,VIC,Nowhere Creek,3469,-37.12881,143.29347
Victoria,VIC,Percydale,3478,-37.07177,143.38679
Victoria,VIC,Pittong,3360,-37.67551,143.47824
Victoria,VIC,Raglan (Vic.),3373,-37.34154,143.313
Victoria,VIC,Rathscar,3465,-36.98879,143.55592
Victoria,VIC,Rathscar West,3465,-37.01139,143.49201
Victoria,VIC,Redbank (Vic.),3477,-36.90559,143.3155
Victoria,VIC,Shays Flat,3377,-37.05851,143.11608
Victoria,VIC,Skipton,3361,-37.68884,143.33873
Victoria,VIC,Smythesdale,3351,-37.64485,143.67506
Victoria,VIC,Snake Valley,3351,-37.61307,143.59494
Victoria,VIC,Stockyard Hill,3373,-37.54542,143.29355
Victoria,VIC,Stoneleigh (Vic.),3373,-37.59194,143.22645
Victoria,VIC,Streatham,3351,-37.62341,143.09618
Victoria,VIC,Tanwood,3478,-37.0082,143.38704
Victoria,VIC,Trawalla,3373,-37.44621,143.49933
Victoria,VIC,Warrenmang,3478,-37.07569,143.30473
Victoria,VIC,Waterloo (Vic.),3373,-37.35359,143.43106
Victoria,VIC,Waubra,3352,-37.33522,143.6194
Victoria,VIC,Point Lonsdale,3225,-38.26525,144.60353
Victoria,VIC,Queenscliff (Vic.),3225,-38.26736,144.64728
Victoria,VIC,Agnes,3962,-38.6852,146.38866
Victoria,VIC,Allambee Reserve,3871,-38.30285,146.04636
Victoria,VIC,Allambee South,3871,-38.35345,146.0948
Victoria,VIC,Arawata,3951,-38.39477,145.87869
Victoria,VIC,Baromi,3871,-38.40362,146.17639
Victoria,VIC,Bena,3951,-38.44511,145.73581
Victoria,VIC,Bennison,3960,-38.66592,146.26885
Victoria,VIC,Berrys Creek,3953,-38.41279,146.0662
Victoria,VIC,Binginwarri,3966,-38.59432,146.44841
Victoria,VIC,Boolarong,3960,-38.56543,146.25613
Victoria,VIC,Boorool,3953,-38.45255,146.05026
Victoria,VIC,Buffalo,3958,-38.67656,146.02079
Victoria,VIC,Darlimurla,3871,-38.39062,146.21222
Victoria,VIC,Delburn,3871,-38.33561,146.24626
Victoria,VIC,Dollar,3871,-38.55762,146.18068
Victoria,VIC,Dumbalk,3956,-38.52327,146.10415
Victoria,VIC,Dumbalk North,3956,-38.51218,146.1692
Victoria,VIC,Fairbank,3951,-38.40426,145.93194
Victoria,VIC,Fish Creek,3959,-38.72676,146.06902
Victoria,VIC,Foster,3960,-38.67585,146.20871
Victoria,VIC,Foster North,3960,-38.61185,146.16717
Victoria,VIC,Gunyah,3960,-38.54382,146.29008
Victoria,VIC,Hallston,3953,-38.36341,146.04241
Victoria,VIC,Hazel Park,3966,-38.63462,146.38978
Victoria,VIC,Hedley,3967,-38.66453,146.55563
Victoria,VIC,Inverloch,3996,-38.62046,145.73413
Victoria,VIC,Jeetho,3945,-38.40602,145.72447
Victoria,VIC,Jumbunna,3951,-38.47203,145.75614
Victoria,VIC,Kardella,3951,-38.4201,145.88434
Victoria,VIC,Kardella South,3950,-38.45709,145.87217
Victoria,VIC,Kongwak,3951,-38.50683,145.71524
Victoria,VIC,Koonwarra,3954,-38.55944,145.95147
Victoria,VIC,Koorooman,3953,-38.46798,146.02171
Victoria,VIC,Korumburra,3950,-38.43874,145.82344
Victoria,VIC,Korumburra South,3950,-38.47961,145.84404
Victoria,VIC,Lang Lang,3984,-38.29871,145.5762
Victoria,VIC,Leongatha,3953,-38.47204,145.94175
Victoria,VIC,Leongatha North,3953,-38.4274,145.97448
Victoria,VIC,Leongatha South,3953,-38.55518,145.8689
Victoria,VIC,Loch,3945,-38.37879,145.71091
Victoria,VIC,Mardan,3953,-38.47022,146.13176
Victoria,VIC,Meeniyan,3956,-38.57475,146.01196
Victoria,VIC,Middle Tarwin,3956,-38.67186,145.92856
Victoria,VIC,Mirboo,3871,-38.48242,146.23739
Victoria,VIC,Mirboo North,3871,-38.3942,146.14195
Victoria,VIC,Mount Best,3960,-38.587,146.29551
Victoria,VIC,Mount Eccles,3953,-38.37942,145.97402
Victoria,VIC,Nerrena,3953,-38.50473,146.01181
Victoria,VIC,Nyora (Vic.),3987,-38.30703,145.68001
Victoria,VIC,Outtrim,3951,-38.53168,145.77987
Victoria,VIC,Poowong,3988,-38.33981,145.76512
Victoria,VIC,Poowong East,3988,-38.32857,145.83646
Victoria,VIC,Poowong North,3988,-38.28481,145.78014
Victoria,VIC,Port Franklin,3964,-38.68476,146.26965
Victoria,VIC,Port Welshpool,3965,-38.68624,146.47506
Victoria,VIC,Pound Creek,3996,-38.61487,145.84513
Victoria,VIC,Ranceby,3951,-38.37398,145.8681
Victoria,VIC,Ruby,3953,-38.44118,145.91962
Victoria,VIC,Sandy Point (Vic.),3959,-38.82277,146.13322
Victoria,VIC,Stony Creek (South Gippsland - Vic.),3371,-37.2242,143.68126
Victoria,VIC,Stony Creek (South Gippsland - Vic.),3957,-38.59319,146.09383
Victoria,VIC,Strzelecki (Vic.),3950,-38.33992,145.89832
Victoria,VIC,Tarwin,3956,-38.59913,145.95452
Victoria,VIC,Tarwin Lower,3956,-38.77306,145.91218
Victoria,VIC,Toora (Vic.),3962,-38.65213,146.31931
Victoria,VIC,Toora North,3962,-38.60714,146.33723
Victoria,VIC,Trida,3953,-38.32152,145.97808
Victoria,VIC,Turtons Creek,3960,-38.54672,146.22728
Victoria,VIC,Venus Bay (Vic.),3956,-38.67298,145.78045
Victoria,VIC,Walkerville (Vic.),3956,-38.81194,145.99139
Victoria,VIC,Walkerville North,3956,-38.84037,146.00072
Victoria,VIC,Walkerville South,3956,-38.85537,145.99442
Victoria,VIC,Waratah Bay,3959,-38.79966,146.05591
Victoria,VIC,Welshpool (Vic.),3966,-38.66799,146.43906
Victoria,VIC,Whitelaw,3950,-38.43508,145.77779
Victoria,VIC,Wild Dog Valley (Vic.),3953,-38.37,145.94469
Victoria,VIC,Wilsons Promontory,3960,-38.96855,146.4389
Victoria,VIC,Wonga,3960,-38.60113,146.25379
Victoria,VIC,Woorarra East,3962,-38.60634,146.38016
Victoria,VIC,Woorarra West,3960,-38.59372,146.22159
Victoria,VIC,Wooreen,3953,-38.41446,146.005
Victoria,VIC,Yanakie,3960,-38.80188,146.20349
Victoria,VIC,Balmoral (Vic.),3407,-37.21323,141.82208
Victoria,VIC,Bochara,3301,-37.68869,141.89938
Victoria,VIC,Branxholme,3302,-37.84311,141.79107
Victoria,VIC,Brit Brit,3315,-37.40784,141.74067
Victoria,VIC,Buckley Swamp,3301,-37.85651,142.08857
Victoria,VIC,Bulart,3314,-37.58452,141.91117
Victoria,VIC,Byaduk,3301,-37.94569,141.9821
Victoria,VIC,Byaduk North,3300,-37.86335,141.98925
Victoria,VIC,Carapook,3312,-37.51444,141.54336
Victoria,VIC,Cavendish,3314,-37.4873,142.06516
Victoria,VIC,Clover Flat,3315,-37.60838,141.55515
Victoria,VIC,Coleraine,3315,-37.58971,141.67985
Victoria,VIC,Coojar,3315,-37.36084,141.68432
Victoria,VIC,Croxton East,3301,-37.7758,142.22726
Victoria,VIC,Culla,3315,-37.23805,141.57426
Victoria,VIC,Dunkeld (Vic.),3379,-37.65625,142.34558
Victoria,VIC,Englefield,3407,-37.32502,141.81482
Victoria,VIC,Gatum,3407,-37.38908,141.94857
Victoria,VIC,Gazette,3289,-37.91509,142.15562
Victoria,VIC,Glenisla,3314,-37.24235,142.23275
Victoria,VIC,Glenthompson,3293,-37.70018,142.5195
Victoria,VIC,Gringegalgona,3315,-37.42048,141.82383
Victoria,VIC,Gritjurk,3315,-37.56589,141.81083
Victoria,VIC,Hamilton (Vic.),3300,-37.74637,142.01476
Victoria,VIC,Harrow,3317,-37.14389,141.59789
Victoria,VIC,Hensley Park,3301,-37.62362,142.04203
Victoria,VIC,Hilgay,3315,-37.62284,141.62835
Victoria,VIC,Karabeal,3294,-37.60094,142.19506
Victoria,VIC,Konongwootong,3315,-37.47171,141.66516
Victoria,VIC,Melville Forest,3315,-37.48268,141.85473
Victoria,VIC,Mirranatwa,3294,-37.42689,142.38562
Victoria,VIC,Mooralla,3314,-37.38025,142.1085
Victoria,VIC,Morgiana,3301,-37.7303,141.84129
Victoria,VIC,Mount Napier,3301,-37.89664,142.06349
Victoria,VIC,Moutajup,3294,-37.6844,142.2068
Victoria,VIC,Muntham,3315,-37.57429,141.54808
Victoria,VIC,Nareeb,3293,-37.84089,142.55478
Victoria,VIC,Nareen,3315,-37.38378,141.54753
Victoria,VIC,Penshurst (Vic.),3289,-37.87602,142.33647
Victoria,VIC,Pigeon Ponds,3407,-37.279,141.68775
Victoria,VIC,Rocklands,3401,-37.23446,142.05399
Victoria,VIC,Strathkellar,3301,-37.70175,142.11604
Victoria,VIC,Tabor,3289,-37.8309,142.19375
Victoria,VIC,Tahara,3301,-37.74123,141.71732
Victoria,VIC,Tarrayoukyan,3315,-37.30187,141.55682
Victoria,VIC,Tarrenlea,3315,-37.67701,141.73084
Victoria,VIC,Tarrington,3301,-37.76819,142.11863
Victoria,VIC,Vasey,3407,-37.33585,141.88616
Victoria,VIC,Victoria Point (Vic.),3294,-37.50826,142.22426
Victoria,VIC,Victoria Valley (Vic.),3294,-37.53444,142.32615
Victoria,VIC,Wando Vale,3312,-37.48756,141.49778
Victoria,VIC,Wannon,3301,-37.65983,141.83878
Victoria,VIC,Warrayure,3301,-37.71337,142.17379
Victoria,VIC,Woodhouse,3294,-37.80902,142.41812
Victoria,VIC,Wootong Vale,3315,-37.51701,141.74388
Victoria,VIC,Yatchaw,3301,-37.84076,142.14107
Victoria,VIC,Yulecart,3301,-37.75426,141.8788
Victoria,VIC,Armadale (Vic.),3143,-37.8576,145.01992
Victoria,VIC,Glen Iris (Vic.),3146,-37.85619,145.06763
Victoria,VIC,Kooyong,3144,-37.84108,145.03573
Victoria,VIC,Malvern (Vic.),3144,-37.85832,145.03534
Victoria,VIC,Malvern East,3145,-37.87819,145.06463
Victoria,VIC,Prahran,3181,-37.85309,145.00244
Victoria,VIC,South Yarra,3141,-37.83822,144.99138
Victoria,VIC,Toorak,3142,-37.84103,145.01794
Victoria,VIC,Windsor (Vic.),3181,-37.85461,144.99154
Victoria,VIC,Arcadia South,3631,-36.59174,145.37509
Victoria,VIC,Avenel,3664,-36.93038,145.29116
Victoria,VIC,Baddaginnie,3670,-36.60319,145.86982
Victoria,VIC,Bailieston,3608,-36.75527,145.08275
Victoria,VIC,Balmattum,3666,-36.70996,145.66418
Victoria,VIC,Boho,3669,-36.66935,145.78345
Victoria,VIC,Boho South,3669,-36.77251,145.82299
Victoria,VIC,Creek Junction,3669,-36.84749,145.88405
Victoria,VIC,Creightons Creek,3666,-36.86506,145.51809
Victoria,VIC,Earlston,3669,-36.53124,145.68178
Victoria,VIC,Euroa,3666,-36.77292,145.55982
